Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1435084_at	C730049O14Rik			RIKEN cDNA C730049O14 gene	0.000199980002	25336.08953	21949.11271	18012.59913	22038.43839	17248.92402	12599.63002	14270.82629	13051.0205	10353.92843	11124.14049	10638.10182	9768.397886	0.654601125342	0.479578337024
1452540_a_at	Hist1h2bc /// Hist1h2be /// Hist1h2bl /// Hist1h2bm /// Hist1h2bp /// LOC100046213 /// LOC665622 /// RP23-38E20.1			"histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bl /// histone cluster 1, H2bm /// histone cluster 1, H2bp /// similar to Hist1h2bj protein /// H2b histone family member /// predicted gene, OTTMUSG00000013203"	0.000499950005	16993.95913	18733.84457	16970.96816	13318.7575	13264.77423	12754.08588	13211.00985	12049.1239	10187.0812	9834.744654	12098.15979	11019.2192	0.77674815094	0.653450761672
1429399_at	Rnf125			ring finger protein 125	0.000199980002	21276.20364	17842.70688	13702.84179	16428.42153	13372.96037	10132.06509	11919.33089	10200.88181	8531.559421	9067.470178	8683.03919	6786.799277	0.658846550558	0.477527581987
1440327_at	AI195470			expressed sequence AI195470	0.000999900009999	15689.37215	13908.42927	13833.31574	10915.28743	13777.24687	10623.70963	6596.5684	9366.922284	6215.102633	5135.083	7291.658349	5539.526233	0.742725254569	0.444948849835
1450644_at	Zfp36l1			"zinc finger protein 36, C3H type-like 1"	0.000899910008999	9153.807578	10753.94315	11154.3011	9715.642906	7431.176911	6351.195659	7213.112701	7940.85221	5776.955835	6704.609074	4564.528098	5066.032546	0.709611901059	0.542260314058
1423447_at	Clpx			caseinolytic peptidase X (E.coli)	0.000199980002	11214.86785	10768.5117	10710.35553	9676.263759	8718.376246	8543.117324	6394.332856	7887.281945	3730.70968	4734.46069	5592.271738	3024.539947	0.744468001778	0.403162202574
1436999_at	5033414K04Rik			RIKEN cDNA 5033414K04 gene	0.000899910008999	6759.291183	6308.349516	5919.460585	6516.681996	5369.697122	5630.254338	4792.499281	6299.81501	3911.737242	4024.54335	5319.05091	3927.656727	0.866234844786	0.673742716536
1426215_at	Ddc			dopa decarboxylase	0.000199980002	7242.4677	8225.338748	7760.183221	5927.479817	4897.44135	4185.690721	3911.737242	4670.797326	3720.62205	3796.949248	3626.139595	2769.763117	0.605912610925	0.477216599674
1436994_a_at	Hist1h1c			"histone cluster 1, H1c"	0.000399960004	6156.482677	6963.635625	6860.702676	5831.962105	3954.333268	4539.877014	4779.540631	6090.165126	2075.914414	2591.988766	1955.868621	2536.447792	0.750167697018	0.354871443484
1433668_at	Pnrc1			proline-rich nuclear receptor coactivator 1	0.000199980002	7193.608849	5254.635586	6455.217542	6065.480613	4552.18587	3705.541713	3036.848831	3430.351338	2475.385495	2648.745929	2248.528773	1880.568484	0.5897297292	0.370589529278
1427250_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	0.000399960004	3938.305685	5340.697662	7222.884473	4376.928587	4073.879239	3379.645591	3611.442237	3458.328934	2529.589379	2892.391006	2908.096403	2319.643688	0.695599583707	0.510072997837
1437840_s_at	D2hgdh			D-2-hydroxyglutarate dehydrogenase	0.000399960004	4460.676721	4300.570975	4424.590214	3710.561697	3137.140396	3370.507219	3745.892416	3158.44777	2721.443275	2182.546809	2498.9553	2435.496172	0.793777852854	0.582280354681
1428083_at	Neat1			nuclear paraspeckle assembly transcript 1 (non-protein coding)	0.000399960004	5569.605313	8303.657656	4639.287376	2991.959642	1953.222558	2118.501052	2529.589379	3099.148672	1249.47765	1506.140487	1469.881748	1301.268654	0.451089639655	0.257005090669
1437932_a_at	Cldn1			claudin 1	0.000199980002	4677.124931	3710.561697	3343.240094	3680.543558	3316.193557	2758.536778	2888.477918	2818.940868	1685.25361	1878.02428	2039.699109	1336.983208	0.764505196905	0.450311364257
1418923_at	Slc17a3			"solute carrier family 17 (sodium phosphate), member 3"	0.000199980002	3028.637362	3843.495143	3885.348061	2695.775013	2161.961325	2173.700561	2344.902952	2560.599012	1528.737514	1624.765313	2017.727497	1622.567184	0.6869091125	0.5049928226
1429005_at	Mfhas1			malignant fibrous histiocytoma amplified sequence 1	0.000499950005	2078.726704	2826.583792	2623.763338	2300.877962	1885.667222	1534.958973	2203.328285	1803.278175	1261.374756	1405.659305	1401.858481	1457.990526	0.755571625287	0.562249254391
1433768_at	Palld			"palladin, cytoskeletal associated protein"	0.000199980002	1875.483532	2588.482107	3665.625666	2880.667635	1495.979821	1855.280848	1835.295787	1724.488903	1003.415299	1167.699331	1276.837648	1003.415299	0.627691446374	0.404292723837
1438000_x_at	Zfp622			zinc finger protein 622	0.000199980002	2176.645324	2028.683558	1953.222558	2245.48676	1726.825097	1733.852707	1837.782093	1579.223885	1237.692747	1572.823023	1438.385214	1349.713512	0.818378453111	0.666181466905
1459874_s_at	Mtmr4			myotubularin related protein 4	0.000199980002	1357.042323	1651.376231	2045.229294	1562.212506	1091.273404	1150.438981	1094.232147	1033.750191	683.1296614	901.6390876	923.8805339	890.7199672	0.660487750525	0.513821191532
1418825_at	Irgm1			immunity-related GTPase family M member 1	0.000199980002	1743.267356	1311.881669	1479.865146	1290.741498	1024.0	1053.529963	1026.776346	1062.122446	844.9113978	953.1003927	850.6500166	819.008364	0.715173960551	0.59523096541
1416181_at	Mesdc2			mesoderm development candidate 2	0.000199980002	1273.38515	1357.042323	1413.291896	1377.402399	1138.046467	1254.562605	1100.173719	1112.153825	753.0702409	864.5822305	971.3370119	843.7683281	0.849443493998	0.633219093447
1422528_a_at	Zfp36l1			"zinc finger protein 36, C3H type-like 1"	0.000199980002	1383.007965	1710.53793	1719.825982	1351.542	1056.386372	1045.006992	1080.980663	1049.25982	713.3743954	953.1003927	672.1214447	572.8880264	0.686405995514	0.472266817881
1452144_a_at	Mrpl44			mitochondrial ribosomal protein L44	0.000599940005999	1432.555185	1362.565039	1432.555185	1214.455363	910.2241948	1059.250526	1025.387237	1113.660478	893.134954	960.8737824	833.55004	852.9563628	0.75494739247	0.650575167619
1434551_at	Hnrnpul2			heterogeneous nuclear ribonucleoprotein U-like 2	0.000199980002	1082.445092	1280.299506	1347.887506	1292.490087	977.9343105	1010.230473	1052.104652	970.0229026	659.502526	824.57105	776.8878291	810.1860167	0.80155794422	0.613846175359
1452214_at	Skil			SKI-like	0.000199980002	1164.541938	1207.896604	1524.603893	1764.637642	972.6529015	765.4042624	1015.715924	842.6268048	493.6229377	618.8463737	695.2587808	556.0769107	0.635217787616	0.417509461989
1427369_at	Nlrp6			"NLR family, pyrin domain containing 6"	0.000199980002	1193.268617	1104.651057	1078.057752	1076.599265	953.1003927	1018.46981	1004.774646	959.5738287	628.1310928	899.2011061	890.7199672	792.825401	0.883964263963	0.721127964756
1416551_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	0.000199980002	1399.96193	1304.796751	1913.95839	1340.608137	783.2240471	834.6792668	942.8336079	816.7938113	461.940267	518.9786035	674.8567558	455.7286468	0.566763956524	0.354319356538
1418932_at	LOC100046232 /// Nfil3			"similar to NFIL3/E4BP4 transcription factor /// nuclear factor, interleukin 3, regulated"	0.000399960004	2118.501052	1703.604818	1703.604818	1106.147553	1246.099132	790.6816456	1054.957197	769.5603319	140.1530543	234.2768048	212.8065045	181.2645665	0.582234747213	0.115880180512
1448707_at	Taf13			"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor"	0.000899910008999	1010.230473	1109.146624	1283.77075	939.0121402	918.8910464	871.6336751	967.400015	791.7527978	593.4121373	641.8853727	817.9003381	768.5192036	0.817491189814	0.649841797635
1435547_at	Mkl2			MKL/myocardin-like 2	0.000199980002	1134.969254	1147.328258	1097.198911	908.9927642	849.4991832	819.008364	865.7534972	901.6390876	562.1321913	780.0495046	723.097749	635.8311998	0.801191277864	0.629851336168
