Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1428112_at	Manf			mesencephalic astrocyte-derived neurotrophic factor	0.017698230177	4424.590214	8730.187234	12754.08588	7930.109106	5004.681351	3334.20016	5276.020226	4897.44135	2728.821856	4029.995465	3562.879881	2861.234208	0.547071667826	0.389578360741
1417292_at	Ifi47			interferon gamma inducible protein 47	0.036296370363	4805.493064	3379.645591	2482.096946	2098.51964	2845.781894	1808.167358	1862.831219	2393.007793	1950.580062	2081.542789	1526.66931	1386.75768	0.697944469073	0.544076688757
1433772_at	Hspa13			"heat shock protein 70 family, member 13"	0.018098190181	2144.471236	2762.273832	3227.608771	2919.93138	1947.941154	1682.973658	2543.324799	2221.298406	1644.682912	1969.152843	1736.201586	1373.677981	0.759482666737	0.608245145552
1436774_at	Sel1l			sel-1 suppressor of lin-12-like (C. elegans)	0.017598240176	1987.902453	2872.878472	3553.246054	2595.500194	2020.460946	1847.761068	2028.683558	1757.485267	1510.224048	1694.40437	1955.868621	1845.261262	0.695251550654	0.636335983455
1437615_s_at	Vps37c			vacuolar protein sorting 37C (yeast)	0.018498150185	1212.812346	1222.70392	1622.567184	1351.542	819.008364	955.68451	1229.343082	1119.707545	889.5149237	983.2443971	756.1349867	804.7203744	0.762297415804	0.634723182526
1427513_at	BC024137			cDNA sequence BC024137	0.018398160184	1107.64607	1947.941154	1682.973658	875.1809347	1032.35164	738.9315279	884.7110303	716.2775923	501.0288958	732.9536328	448.3848584	762.3019466	0.600717293494	0.435479474016
1434384_at	Nrip1			nuclear receptor interacting protein 1	0.00949905009499	624.7388228	936.4731041	801.4587036	554.57331	634.1119479	503.7494331	423.6010925	475.9054777	440.5625717	408.3969057	438.7768955	348.1003308	0.698387928042	0.560747313925
1447927_at	Mpa2l			macrophage activation 2 like	0.015598440156	1139.588206	475.2616314	607.2276816	407.8443907	494.2916585	319.2094108	388.4439145	285.2830061	362.038672	310.2621182	201.1800936	244.152819	0.565502718698	0.424968398749
1424697_at	Dtwd1			DTW domain containing 1	0.034296570343	508.5459675	395.3408228	375.0089585	388.9701472	310.2621182	321.3774738	451.430278	391.0822167	162.4385225	248.1516307	325.7578761	263.026163	0.88385528491	0.599193373218
1423248_at	Nktr			natural killer tumor recognition sequence	0.011498850115	301.1576299	355.7227355	435.8168375	354.2809298	258.7876572	293.9075786	331.990926	313.2163308	220.1322277	278.7922941	286.0564868	258.0879099	0.827864959068	0.720860180902
1424539_at	Ubl4			ubiquitin-like 4	0.031396860314	345.7519913	352.3676085	331.990926	344.3505987	319.6418502	349.0441266	327.9704161	237.4700175	217.9084188	258.7876572	309.4231868	260.1928486	0.897898375153	0.76125260493
1417872_at	Fhl1			four and a half LIM domains 1	0.023897610239	960.8737824	262.6703183	211.514004	217.6136133	225.2572434	203.9221954	218.9433867	197.0025253	199.2825911	172.0587931	199.8229011	153.771938	0.51136916158	0.438645022726
1449351_s_at	Pdgfc			"platelet-derived growth factor, C polypeptide"	0.022497750225	346.68942	257.7387461	261.6056701	372.9836939	320.5084871	301.1576299	225.2572434	208.9525059	199.8229011	178.7061301	247.8159096	193.0423319	0.852187996254	0.661320161171
