Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1416525_at	Spop			speckle-type POZ protein	0.000199980002	1324.372965	1377.402399	1308.334414	1278.567401	935.2061617	1060.68551	1201.373266	1069.336353	1906.200792	1712.855224	1940.045805	1613.804385	0.80674262132	1.35627605226
1430981_s_at	Gpbp1			GC-rich promoter binding protein 1	0.001099890011	859.912988	908.9927642	868.1007931	802.5444557	709.5217624	804.7203744	698.0882532	730.9717673	1383.007965	1346.063962	1635.800676	1196.503897	0.855722783713	1.61689025643
1426777_a_at	Wasl			Wiskott-Aldrich syndrome-like (human)	0.000399960004	637.555113	577.5604428	843.7683281	810.1860167	569.0232337	485.6685059	616.3380824	498.3230509	1518.424415	1381.136916	1498.00646	1242.72975	0.756117120899	1.96589756834
1460729_at	Rock1			Rho-associated coiled-coil containing protein kinase 1	0.000199980002	632.3973447	679.4403674	616.3380824	617.1730478	360.5712666	492.2882089	470.7790302	443.5548626	1014.341775	901.6390876	1110.649203	863.4125483	0.694283368524	1.52829449121
1450915_at	Ap3b1			"adaptor-related protein complex 3, beta 1 subunit"	0.000199980002	608.050305	572.8880264	566.7168842	625.5851689	544.1613292	468.8708814	565.1845135	520.3856972	988.583317	1000.702121	953.1003927	746.9779647	0.884277224931	1.55456810001
1426326_at	Zfp91			zinc finger protein 91	0.000199980002	578.3428754	532.501074	553.8230349	557.5845882	399.6458021	508.5459675	465.7078047	411.170728	937.7417628	906.5348987	858.7496228	841.4868259	0.803271026733	1.5950098333
1455836_at	Papola			poly (A) polymerase alpha	0.000199980002	579.910922	461.940267	471.4168039	476.5501964	381.1509733	331.5417797	399.1051265	338.8015994	1032.35164	749.0032274	1072.235618	729.982845	0.729011065785	1.80095515745
1452885_at	Sfrs2ip			"splicing factor, arginine/serine-rich 2, interacting protein"	0.000499950005	499.6741418	533.2224638	513.3881728	526.0523259	375.5169906	406.1913269	512.6936166	413.4033444	722.1194794	736.9334985	1019.849551	673.031981	0.82409627032	1.52095646184
1437158_at	Nipbl			Nipped-B homolog (Drosophila)	0.000199980002	483.045616	466.9704667	488.9671553	544.8985154	411.7277492	336.5159905	423.0280081	390.5531266	823.4554984	757.1593378	968.7105711	829.0483892	0.787257038744	1.7029108669
1418431_at	Kif5b			kinesin family member 5B	0.000199980002	513.3881728	449.6005531	448.9922943	521.0906741	342.0275554	429.956494	379.6061025	287.2206417	724.0773439	760.2407249	968.7105711	750.017917	0.744313207753	1.65697245805
