Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1433445_x_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000799920007999	24826.78796	20401.81665	19616.36353	27000.52801	41247.81278	42667.79689	35253.2831	44496.67763	29444.28459	29684.45489	28619.08645	35396.76759	1.78196620695	1.34077988232
1451122_at	Idi1			isopentenyl-diphosphate delta isomerase	0.000599940005999	16720.14803	12582.57869	12875.49252	14059.91254	28310.70391	24759.59336	22158.15285	34218.7633	18481.95819	18531.98758	18989.18017	22399.36169	1.94613885554	1.39411614768
1422478_a_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000599940005999	12180.36715	10768.50237	7635.145845	12363.07499	22735.514	19040.71455	14862.40533	17531.4779	14543.93463	15562.43294	13946.15693	13264.75124	1.72701133341	1.3346020712
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	0.000599940005999	8258.820273	1847.757866	2092.84536	7686.973609	17507.67636	15583.48192	21683.34933	18258.11239	11632.39061	14445.77515	10783.06731	7994.765487	3.67249128152	2.25561213092
1433446_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000499950005	7930.13659	5183.964057	4930.711067	7242.489638	15024.19424	17891.04455	12565.5831	20990.07935	10466.70702	10382.02323	9874.760209	13965.01981	2.62862771771	1.76723129317
1423418_at	Fdps			farnesyl diphosphate synthetase	0.001199880012	7983.966766	7232.6569	6420.366771	6731.909189	13591.99871	13500.26401	10753.95709	16384.0	9303.707338	7802.333768	8439.664888	10768.50237	1.91160815276	1.28007109344
1422479_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000299970003	5776.940819	6148.164283	3917.045035	6148.164283	14642.65961	14426.2629	11275.78301	13482.02888	8337.447174	9116.72536	8236.467477	7908.673388	2.44774737514	1.52791418791
1435630_s_at	Acat2			acetyl-Coenzyme A acetyltransferase 2	0.000699930006999	4670.787192	3997.382744	3284.914261	4029.988482	9982.323894	10050.08442	7242.489638	11230.07545	4734.446316	4851.247267	4318.067259	5031.873715	2.40910957332	1.18473055446
1420641_a_at	Sqrdl			sulfide quinone reductase-like (yeast)	0.000299970003	4595.544204	4365.103057	3781.571024	4773.064114	6215.091863	7291.652031	6499.080939	6455.217542	5072.882397	5413.477754	5038.67958	4825.056096	1.51074026511	1.16184800013
1448130_at	Fdft1			farnesyl diphosphate farnesyl transferase 1	0.000499950005	2834.247438	2393.008822	1808.164225	2319.647708	6963.659759	7222.887577	4197.050189	7855.296412	2448.716432	2900.226782	3171.302978	3943.634139	2.80477847897	1.33231314554
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	0.000299970003	2766.00874	2478.737875	2206.31031	2638.002104	5004.672679	5355.182402	4964.180988	6148.164283	3347.759095	3606.565725	3833.110837	3874.837248	2.1282659057	1.45328448003
1459141_at	1810008I18Rik			RIKEN cDNA 1810008I18 gene	0.000299970003	2574.506148	2904.169616	1396.18074	2747.359522	4651.853669	4677.137089	5155.976597	4760.178638	3864.376647	3534.057995	2963.733478	3094.94917	2.00007419715	1.39854657738
1418760_at	Rdh11			retinol dehydrogenase 11	0.000299970003	2912.031003	2215.29022	1680.69241	2522.747325	5066.030333	3833.110837	3943.634139	4460.686368	3276.023521	3444.311717	3529.284459	3316.18781	1.85445343149	1.45388008203
1418129_at	Dhcr24			24-dehydrocholesterol reductase	0.000499950005	1774.220988	1676.155173	1502.063407	1613.804385	3895.87048	5347.949029	2987.907976	3975.801462	1950.583442	2912.031003	3477.102787	2792.361481	2.46831050796	1.69534954727
1422533_at	Cyp51			"cytochrome P450, family 51"	0.000599940005999	2161.968818	1685.25361	1491.936068	1867.885103	4163.092792	3655.720355	2512.521106	4844.694571	2316.498447	2348.086759	2445.408892	3467.715919	2.10572180056	1.46769058237
1437457_a_at	Mtpn			myotrophin	0.001299870013	1322.580665	1502.063407	1247.790487	2006.826251	4388.79753	4306.410104	3529.284459	2857.365747	1895.903738	2338.568544	2788.570442	2245.482868	2.48087034121	1.52461390976
1454161_s_at	0610007P14Rik			RIKEN cDNA 0610007P14 gene	0.001599840016	2141.56537	1689.827188	1422.891559	1860.313436	3616.32845	3132.893474	2677.591201	4051.891985	1966.493906	2307.124271	2519.33979	2796.138292	1.89451406205	1.34780585797
1436771_x_at	Pgd			phosphogluconate dehydrogenase	0.000499950005	1602.912546	1729.16521	1562.217921	1971.817069	3869.603413	3616.32845	3154.181579	2811.316174	2053.558029	2061.916222	2061.916222	1743.269616	1.95910409771	1.15358724536
1427229_at	Hmgcr			3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.000599940005999	811.283873	956.9793607	684.9818732	894.3452117	3316.18781	3735.770207	1729.16521	4329.785982	1349.715851	1331.56764	1025.385012	2475.389784	3.91652142622	1.84671889289
1420013_s_at	Lss			lanosterol synthase	0.000299970003	732.9535693	750.017787	538.2997705	746.9780294	2670.344204	2335.393596	1551.674247	3444.311717	931.415448	940.2841572	826.8065456	1091.275764	3.61301429158	1.36901763568
1416411_at	Gstm2			"glutathione S-transferase, mu 2"	0.000699930006999	662.186597	503.0677863	641.0170853	512.0	2811.316174	3145.644673	1438.380847	1880.564404	1030.958111	989.9226562	1667.105858	833.55004	4.00121652	1.9503913698
1423748_at	Pdk1			"pyruvate dehydrogenase kinase, isoenzyme 1"	0.001199880012	981.9140934	1085.376604	741.9386053	1194.888264	1481.866739	1950.583442	1658.093905	1629.168376	1288.994149	1498.008402	1180.416273	1292.492327	1.67820058978	1.31362555254
1450883_a_at	Cd36			CD36 antigen	0.001199880012	759.2120077	546.3758851	498.9982688	674.8569897	1186.823761	2056.335571	1673.879548	1434.49776	833.55004	745.9675171	1239.368937	789.6119426	2.56167867235	1.45536647404
1420541_at	Rdh16			retinol dehydrogenase 16	0.000399960004	698.0884346	475.9053953	449.6005531	683.129839	1620.372735	1646.914564	1183.611579	846.0557962	838.0764247	778.9943207	889.5149237	806.9021927	2.2963103364	1.43644733523
1449209_a_at	Rdh11			retinol dehydrogenase 11	0.000699930006999	643.6256447	553.8229389	386.8694507	574.4414328	1669.360703	1138.043509	950.5231804	1185.220689	685.9097723	759.2120077	1035.154216	680.3607009	2.28980956736	1.4640985923
1448300_at	Mgst3			microsomal glutathione S-transferase 3	0.000299970003	532.5012125	345.7520512	342.4909366	505.1153239	1122.741434	973.9703205	1331.56764	1052.102829	683.129839	810.1858061	728.0092646	630.6872685	2.59602949178	1.65251698543
1421382_at	Prlr			prolactin receptor	0.000699930006999	407.8443907	298.7212377	328.4147241	425.3250452	967.4001827	1003.415212	777.9404967	970.0229026	440.5625336	564.4198827	817.9001964	633.2542306	2.54657607913	1.6819336881
1452501_at	Cyp2c38			"cytochrome P450, family 2, subfamily c, polypeptide 38"	0.000799920007999	265.8904223	219.5369548	275.7891711	331.5418085	850.6500903	972.6527329	601.5004473	817.9001964	293.1129706	475.2615902	572.1128745	503.0677863	2.96744787813	1.68706577286
1428154_s_at	Ppapdc1b			phosphatidic acid phosphatase type 2 domain containing 1B	0.000299970003	301.565588	324.4375512	366.9732262	308.1690145	554.5731658	552.3255285	493.623066	648.8751024	404.5448931	468.870922	418.4710472	419.6058554	1.7287821157	1.31537393449
1421410_a_at	Pstpip2			proline-serine-threonine phosphatase-interacting protein 2	0.000299970003	241.0328546	196.6029283	215.8530997	287.2207164	770.6030041	568.2535572	569.0233323	766.441038	295.5034165	320.9427142	313.2164122	297.1080738	2.84287620159	1.30409067581
1425079_at	Tm6sf2			transmembrane 6 superfamily member 2	0.000299970003	249.4991344	202.5464515	160.9064112	230.9702135	510.6156692	514.7802878	400.7292476	516.1759093	311.524755	271.3449032	343.4194642	348.1002404	2.30151676245	1.51007918359
1448559_at	Flot1			flotillin 1	0.001299870013	253.0709325	202.4094728	203.2331594	169.8600771	341.1028503	353.3230352	343.8846716	309.0044919	262.67025	315.3436342	251.02374	286.832164	1.62606554328	1.34673580223
1428667_at	Maoa			monoamine oxidase A	0.000299970003	127.481227	195.8059778	199.417471	195.8059778	326.6412085	278.0385276	338.3432977	263.739345	252.557662	211.5139491	261.2517698	207.8240779	1.67953303511	1.29872459667
1448111_at	Ctps2			cytidine 5'-triphosphate synthase 2	0.000899910008999	167.9167106	152.9414874	135.8563322	182.7429576	309.8424491	361.0598023	282.5922323	270.9778277	222.8308235	278.7923183	239.7310552	233.1692936	1.9148611671	1.52398479835
1448892_at	Dock7			dedicator of cytokinesis 7	0.000299970003	212.23106	161.2335315	154.8163467	194.8803744	307.335796	313.6407055	260.5454048	265.5305415	220.1322943	212.9506023	240.381157	233.1692936	1.58616401046	1.25370831017
1434853_x_at	Mkrn1			"makorin, ring finger protein, 1"	0.002399760024	133.4862193	118.7350447	92.5542286	163.9852222	420.7434494	425.3250452	291.1355087	195.4088503	135.5806987	192.5203312	242.9987361	191.0921892	2.6193312786	1.49813445305
1417777_at	Ptgr1			prostaglandin reductase 1	0.000399960004	135.6724516	161.8896564	93.62539532	90.57098233	307.335796	268.0588581	306.5048304	252.0452578	264.8126077	242.9987361	185.2337276	185.9876479	2.35376184556	1.82463359854
1424383_at	Tmem51			transmembrane protein 51	0.001399860014	116.0335342	103.0016044	72.48889038	105.0435669	201.5889849	191.6102595	229.4119925	210.9420638	194.7485802	168.3719498	137.7080417	108.7331471	2.10191984761	1.53709411745
1422925_s_at	Acot3			acyl-CoA thioesterase 3	0.000299970003	20.65134728	16.42801199	15.16173553	17.06268756	373.4890147	528.9087381	171.9423358	261.2517698	121.9937984	102.4453719	76.41897489	115.4851068	19.2715579571	6.00751124704
1450409_a_at	Slc48a1			"solute carrier family 48 (heme transporter), member 1"	0.000599940005999	105.3283506	84.93003857	108.5860528	81.05447872	149.6642667	178.2229109	130.4491741	178.5852354	124.4964677	136.4091869	113.2401692	116.426931	1.67655540043	1.29132442364
1438431_at	Abcd2			"ATP-binding cassette, sub-family D (ALD), member 2"	0.000299970003	21.075004	16.37250311	14.62743599	33.23630278	144.0971509	184.4829912	137.0570757	136.779006	62.20609334	122.6562552	53.16563065	71.75656874	7.06139287483	3.63122756835
