Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1435084_at	C730049O14Rik			RIKEN cDNA C730049O14 gene	0.000899910008999	26782.07276	21420.72961	17179.0186	21801.04999	17722.32176	12599.59727	14563.60604	13086.39407	10242.42707	10797.7268	11124.16941	9507.432	0.664946204474	0.477980993527
1429399_at	Rnf125			ring finger protein 125	0.000299970003	20457.04296	17578.93441	13336.84686	16011.26861	13086.39407	9794.865726	11491.50393	9494.590084	8485.47673	8789.467204	8269.990748	7096.883951	0.65100459116	0.484414306957
1440327_at	AI195470			expressed sequence AI195470	0.000499950005	16098.18032	13518.6175	13721.39936	10495.03967	13445.53928	10353.92391	7106.482847	9203.519822	6173.187945	5093.529551	7106.482847	5413.477754	0.745068812614	0.441858589393
1423447_at	Clpx			caseinolytic peptidase X (E.coli)	0.000299970003	11094.06144	9755.161216	10270.15262	9848.102075	8730.206114	8462.569138	6040.909257	7802.333768	3680.535573	4466.719673	5730.240598	2815.118622	0.757576992381	0.407460149986
1426215_at	Ddc			dopa decarboxylase	0.000299970003	7106.482847	8059.976963	7381.04822	5737.99104	4904.090883	4019.10903	3917.045035	4472.761139	3567.703482	3766.242031	3680.535573	2681.21278	0.612080629872	0.484194881346
1433668_at	Pnrc1			proline-rich nuclear receptor coactivator 1	0.000299970003	7106.482847	4984.385716	6359.819036	6032.70784	4601.759911	3750.975176	3103.348495	3384.225531	2498.956374	2613.124234	2188.459545	1862.829605	0.606137704632	0.37426874801
1427250_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	0.000699930006999	4101.540048	5539.538213	7431.202665	4715.287428	4448.613359	3514.978136	3766.242031	3616.32845	2677.591201	3036.850136	3094.94917	2495.580973	0.704354048449	0.51887256514
1437840_s_at	D2hgdh			D-2-hydroxyglutarate dehydrogenase	0.000599940005999	4564.528098	4347.408656	4527.597519	3735.770207	3107.545931	3505.46472	3848.711993	3338.721406	2773.51536	2227.315167	2553.676393	2488.826593	0.803505059609	0.584754321223
1428083_at	Neat1			nuclear paraspeckle assembly transcript 1 (non-protein coding)	0.000599940005999	5031.873715	7391.031464	4265.768623	2616.676755	1813.071368	1795.973067	2383.308511	2751.075466	1188.429	1282.035059	1355.209333	1266.507583	0.452901820466	0.263770448507
1437932_a_at	Cldn1			claudin 1	0.000899910008999	4306.410104	3635.983658	3020.454628	3660.664903	3280.477248	2670.344204	2777.266681	2754.796435	1667.105858	1940.052529	2064.705068	1329.759842	0.785234323512	0.478792145001
1418923_at	Slc17a3			"solute carrier family 17 (sodium phosphate), member 3"	0.000299970003	3236.368118	3917.045035	3895.87048	2769.769106	2325.926834	2221.302255	2370.441378	2666.737306	1516.374095	1687.533001	2087.180999	1694.401434	0.693564743837	0.505496987452
1416049_at	Gldc			glycine decarboxylase	0.000399960004	3311.708556	2739.923694	2796.138292	2613.124234	2242.449841	2376.858	2036.943149	2156.117371	1696.704959	1475.859838	2050.770024	1207.895558	0.768907535863	0.561145574119
