Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1423702_at	H1f0			"H1 histone family, member 0"	9.99900009999e-05	2101.363456	2098.525095	2194.398765	2182.551529	2109.916222	1793.534772	2188.459545	2092.84536	1579.223885	1658.093905	1598.585286	1570.697888	1241.045247	1100.177051	1375.537733	1283.769077	0.954285844344	0.746965295697	0.583027056748
1427177_at	Fyco1			FYVE and coiled-coil domain containing 1	0.000199980002	741.9386053	650.6342685	565.1844645	602.3152597	566.7167369	590.2073185	595.8271277	580.6966898	457.58343	496.3032184	448.9923332	565.9500821	430.5389646	398.5652168	439.3713533	383.220519	0.911477227139	0.769052043773	0.645175474707
1429264_at	C030044B11Rik			RIKEN cDNA C030044B11 gene	9.99900009999e-05	301.1576299	262.67025	232.0670683	275.7891711	237.9526976	236.3475337	239.4067469	319.6419609	204.0603392	173.1102092	227.4021367	212.6625226	155.026066	151.1915814	172.291892	123.2388231	0.964229030262	0.762570978689	0.561497881384
1424908_at	Mtfmt			mitochondrial methionyl-tRNA formyltransferase	0.000199980002	250.0061891	227.7101832	268.0588581	203.784145	224.3441882	220.4304928	211.5139491	235.3894743	193.9591465	198.0722552	213.3835277	182.6192451	177.3804252	150.8849394	153.148667	149.3606188	0.939044074021	0.829894575227	0.664281420142
1450950_at	Smc3			structural maintenace of chromosomes 3	0.000199980002	253.5854219	243.1631832	215.7071219	235.5489352	227.556029	235.7083407	228.4822054	213.672584	194.6167401	176.9008292	185.8617388	170.8980352	169.2861342	141.1049707	138.2684317	141.4875205	0.955078804147	0.768221267615	0.622514931235
1460006_at	Zfhx3			zinc finger homeobox 3	0.000299970003	212.23106	273.9285828	225.1047984	200.9079719	223.1326775	242.8342319	208.38751	214.9782656	161.8896564	161.9993259	211.2278129	197.804303	149.2596088	139.0192638	133.0351805	140.6281888	0.974961172064	0.803489655765	0.616048275337
1417948_s_at	Ilf2			interleukin enhancer binding factor 2	0.000399960004	152.424711	160.4713571	159.2809588	174.286015	184.2334225	145.6662659	166.5582494	167.576031	109.3235952	147.8518003	141.009446	145.3708302	121.9937984	102.2375245	91.00115808	103.9120389	1.02718009501	0.840814766614	0.648365788473
1440344_at	Snord89			"small nucleolar RNA, C/D box 89"	0.000299970003	108.5126179	105.4710319	95.99990014	107.4163653	120.6796829	92.0543505	108.5860528	92.36644899	88.99090543	88.7502944	85.04508761	75.69824774	67.37862115	69.74524708	65.1804316	75.08584214	0.991103543833	0.810935802384	0.664566838281
1428618_at	Hcfc2			host cell factor C2	9.99900009999e-05	111.114093	103.3508182	101.3418317	96.3905628	96.45586106	112.9339937	94.90150096	116.0335342	76.67806365	78.67601605	83.11016297	93.49873883	77.82851904	62.9260727	53.89027337	42.66671105	1.01971770341	0.805349712163	0.575723258931
1435093_at	Zfyve20			"zinc finger, FYVE domain containing 20"	9.99900009999e-05	115.4851068	99.57384948	87.85369134	69.83977471	84.35712372	75.34041108	80.45320559	81.99261112	68.29698564	69.50963191	68.29698564	79.21034743	61.95397739	53.63552619	59.60911297	67.56129142	0.864228727197	0.765424806193	0.651263126481
