Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1454758_a_at	Tsc22d1			"TSC22 domain family, member 1"	0.004599540046	5442.900698	3253.935638	5935.525299	6248.871682	3124.435841	1845.262055	3329.685036	5539.538213	1169.284272	2048.0	3028.630791	1694.401434	1911.368192	1170.865789	1222.704446	1878.02428	0.662744433478	0.380260896301	0.296101413798
1436173_at	Dlc1			deleted in liver cancer 1	0.00929907009299	859.9130625	742.9436599	699.9810231	810.1858061	470.1420786	627.281411	682.2057005	820.1181751	508.5458353	528.19323	481.7393625	422.4556257	562.1323374	408.9500982	548.599311	565.9500821	0.835119722709	0.623488393624	0.669969820057
1423248_at	Nktr			natural killer tumor recognition sequence	0.003399660034	362.038672	412.285525	508.5458353	417.3395972	330.6453953	381.6673592	325.7578196	373.9949553	258.4375691	301.565588	350.4646203	302.3831628	346.68942	231.5963972	244.8148056	304.8494219	0.830524368819	0.713353764828	0.663418219218
1429822_at	4633401B06Rik			RIKEN cDNA 4633401B06 gene	0.00599940005999	519.6815391	587.815259	313.2164122	415.6481557	251.02374	281.8281676	337.8855867	455.1120579	233.4853143	307.7521233	196.6029283	278.7923183	190.0602471	251.02374	250.6841549	264.454369	0.721998173534	0.553612542184	0.520715872542
1422147_a_at	Pla2g6			"phospholipase A2, group VI"	0.025597440256	334.6986682	420.7434494	360.5713604	323.5603463	201.7255482	160.6887369	279.1699796	342.0276146	195.9386235	263.0262541	269.5144846	268.4219795	302.792991	309.4232941	202.8209682	321.8128224	0.683266021302	0.692497546755	0.789712939003
1439014_at	1600021P15Rik			RIKEN cDNA 1600021P15 gene	0.01699830017	356.2047636	367.9683829	313.6407055	291.5298905	252.557662	355.2414213	313.6407055	248.9929355	164.4298028	198.7437938	252.557662	227.0943496	249.6679806	308.1690145	254.7898507	191.4806768	0.880459046731	0.63401630538	0.755340767401
1434745_at	Ccnd2			cyclin D2	0.00719928007199	228.791715	193.0422733	213.5279329	157.0327868	174.286015	121.9937984	193.3039088	167.0098057	93.37225368	132.3167597	117.6947372	125.7669466	155.9733784	121.1707776	152.1154625	111.4908111	0.828619274297	0.592066923774	0.682425594392
1431566_at	9030622O22Rik /// LOC100043820			RIKEN cDNA 9030622O22 gene /// hypothetical protein LOC100043820	0.00979902009799	190.8336796	220.5796671	186.8708849	141.6791842	126.7069632	161.6706519	120.1092124	170.0901752	79.21034743	92.86795749	145.9624033	118.8153975	91.74330656	128.0	98.03561155	90.93955252	0.78189947009	0.590375275848	0.552349564726
1430856_at	Pex11c			peroxisomal biogenesis factor 11 gamma	0.020497950205	162.9892495	161.8896564	158.6352968	152.7345881	100.6581376	172.0588154	196.8692532	123.2388231	89.05119091	99.37189692	105.9719769	108.6596127	130.3608632	123.9918943	116.9799121	99.70873551	0.931750343375	0.633485962187	0.740341532937
1429394_at	A130010J15Rik			RIKEN cDNA A130010J15 gene	0.016098390161	147.3522214	148.0520852	184.4829912	138.4557347	158.2063832	104.9724549	135.7643608	121.6639551	116.426931	118.333849	128.2602221	130.5374543	126.6211857	81.49462477	117.4560324	80.89008658	0.841939063977	0.798195225722	0.657340518266
