Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1418858_at	Aox3			aldehyde oxidase 3	9.99900009999e-05	13482.02888	13033.34701	12875.49252	12016.50726	11214.90672	11491.50393	11822.93006	12329.61388	8269.990748	9405.050664	9141.403708	9874.760209	8158.792873	7718.260383	7116.144052	10242.42707	0.911522013705	0.71373426188	0.646514706204
1426382_at	Ppm1b			"protein phosphatase 1B, magnesium dependent, beta isoform"	9.99900009999e-05	2498.956374	2931.818341	2282.264049	2376.858	2188.459545	1898.481204	2121.369182	2300.879955	1740.91494	1638.011761	1788.692903	1452.084808	1865.349177	1750.364903	1842.769615	1211.173643	0.843337655977	0.65607256118	0.66102334781
1418301_at	Irf6			interferon regulatory factor 6	9.99900009999e-05	1092.75177	1167.696798	1190.044659	1110.651128	984.576162	810.1858061	1036.554315	1088.322187	689.6344336	786.4117133	633.2542306	535.3924558	763.3347184	711.4452861	912.6918257	796.0520751	0.859354180668	0.57983098702	0.697966049202
1426915_at	Dapk1			death associated protein kinase 1	9.99900009999e-05	1100.177051	916.4065753	815.6887815	841.4868988	660.3961961	781.1062532	728.9954501	758.1849453	374.5015813	387.918293	470.1420786	286.832164	445.359945	507.8578742	520.3858776	442.9548981	0.797189636087	0.413580202211	0.521688666826
1426614_at	Zmynd8			"zinc finger, MYND-type containing 8"	9.99900009999e-05	599.8741278	604.7663256	575.2195902	566.7167369	511.3073661	476.5500725	533.9448772	531.061083	349.5170442	428.2139544	417.9049393	350.4646203	384.259735	413.4032728	402.3602569	334.6986682	0.874833253213	0.658874907077	0.654025875332
1447693_s_at	Neo1			neogenin	9.99900009999e-05	554.5731658	445.359945	477.8423792	464.4485569	392.1424462	446.5673609	406.7416729	421.3134024	251.3637851	331.0932985	339.7201543	363.5119547	397.4875877	354.2809298	388.4440492	357.6543058	0.858173332299	0.661967497855	0.771212196086
1459842_x_at	Nubp2			nucleotide binding protein 2	9.99900009999e-05	405.0929031	441.1593342	485.6684639	429.9565312	351.4147654	355.7226431	404.5448931	381.6673592	265.1713316	244.8148056	276.5368635	304.4370214	323.9986519	324.877045	263.0262541	304.0251789	0.847590077979	0.619203201016	0.690131586662
1427248_at	Whsc2			Wolf-Hirschhorn syndrome candidate 2 (human)	9.99900009999e-05	413.4032728	420.7434494	402.9053075	440.5625336	319.6419609	390.5531266	351.8908035	354.2809298	221.9275555	278.7923183	221.1778342	212.8064399	310.6824634	336.9717878	214.9782656	285.6694599	0.844274275978	0.557162633389	0.684484983512
1422517_a_at	Znrd1			"zinc ribbon domain containing, 1"	9.99900009999e-05	387.918293	447.7783607	476.5500725	423.0278981	380.635418	324.4375512	385.8234442	361.5489058	165.5466493	241.1961385	323.9986519	237.1486754	245.9775775	186.1135133	234.7530351	236.6676979	0.837011789869	0.557773450695	0.520673679628
1441970_at	E430010N07Rik			RIKEN cDNA E430010N07 gene	9.99900009999e-05	407.2926586	466.9706285	425.9012046	400.1871409	317.4855235	309.8424491	277.662397	359.5962087	216.2919258	254.962454	288.7801964	233.3272504	240.8696813	203.2331594	228.3275286	224.9525639	0.743720624637	0.584209646731	0.527763149689
1425331_at	Zfp106			zinc finger protein 106	9.99900009999e-05	303.2031644	297.1080738	353.8016583	265.8904223	256.6940419	222.3787309	243.6575303	219.8343469	209.2355236	204.8907438	221.9275555	183.2383923	200.6361835	209.8029277	187.2507906	201.7255482	0.772591873707	0.671549169232	0.65525678306
1423391_at	Git2			G protein-coupled receptor kinase-interactor 2	0.000699930006999	404.5448931	252.2160018	244.48362	280.3060358	225.5624331	235.7083407	218.3514044	232.5388572	151.1915814	214.2518721	221.9275555	176.9008292	222.5293779	217.4662942	167.6894365	211.2278129	0.772003394065	0.646838036466	0.69308327182
1448775_at	Ifi203			interferon activated gene 203	0.000299970003	375.0088935	269.8795778	288.7801964	240.2184248	226.9407696	258.4375691	235.0710393	204.4750491	175.4696856	184.6078383	134.5749426	188.9057755	176.1838653	186.1135133	187.8856405	154.2932352	0.787916004026	0.582303226918	0.600122668356
1442118_at	---			---	9.99900009999e-05	268.0588581	279.1699796	228.9465476	214.9782656	194.7485802	211.0849631	195.5410914	195.4088503	147.2524676	160.5799546	163.7633829	177.6207106	165.995463	139.2075839	126.7069632	130.802835	0.803895020995	0.655010971417	0.567735229133
1451753_at	Plxna2			plexin A2	9.99900009999e-05	251.5338931	291.1355087	273.9285828	239.8934572	209.9449099	202.4094728	208.8111587	216.584922	99.30462458	103.6310846	157.7786294	123.740332	151.9096806	141.009446	77.09444467	116.2694286	0.792955276545	0.458550492141	0.460281059202
1451418_a_at	Spsb4			splA/ryanodine receptor domain and SOCS box containing 4	9.99900009999e-05	275.0435003	207.4024318	210.6567012	206.9816413	178.1023818	190.9628245	185.1084572	153.148667	74.73090042	116.1907976	108.292461	116.9799121	117.9340088	133.3958524	115.6415467	122.6562552	0.78584011571	0.462394558893	0.543979799356
1428364_at	Scnm1			sodium channel modifier 1	9.99900009999e-05	180.0417896	169.2861342	175.9454017	132.7652707	126.6211857	122.1590553	141.6791842	131.335125	95.28775984	95.87003142	117.4560324	100.1823119	112.3240461	88.09193266	100.1823119	94.70902472	0.792954323976	0.621234283096	0.600735758758
1448535_at	Elp4			elongation protein 4 homolog (S. cerevisiae)	9.99900009999e-05	148.7552731	164.5411932	133.0351805	148.9567819	121.4993681	117.0591583	110.2898335	129.2187846	64.82844216	75.85208856	88.87051849	75.85208856	98.30146416	89.41357645	76.99015126	85.68067852	0.803084893728	0.513033889197	0.58859849024
1424314_at	Prpf3			PRP3 pre-mRNA processing factor 3 homolog (yeast)	9.99900009999e-05	87.91320643	87.67550925	81.1093878	80.34436845	68.57491387	66.74310965	78.67601605	66.74310965	20.30481532	57.15920715	66.47260556	64.30397426	66.47260556	45.93379254	46.08952519	39.84718766	0.83294294518	0.617846768977	0.588481059417
