Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1434110_x_at	Mup1 /// Mup10 /// Mup2			major urinary protein 1 /// major urinary protein 10 /// major urinary protein 2	0.002499750025	71081.54899	70506.50511	72050.39654	64742.33956	37671.13498	40528.26036	56087.46002	47806.58991	61329.64076	55860.12765	51781.75529	51711.7006	0.6541164178	0.79273869487
1417580_s_at	Selenbp1			selenium binding protein 1	0.000199980002	33214.63062	34826.32519	36220.81153	24492.93648	12650.90637	12514.63098	16742.76288	14762.0901	18835.56749	19749.53753	19483.96937	20512.54318	0.440142291106	0.610320362974
1421074_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.000199980002	33896.01684	26386.2736	35301.01096	20319.07181	11600.93229	8038.197167	12147.39532	10200.88181	12875.52599	13445.57423	14155.37648	16251.45479	0.362265287795	0.489445814774
1435084_at	C730049O14Rik			RIKEN cDNA C730049O14 gene	0.000199980002	25336.08953	21949.11271	18012.59913	22038.43839	17248.92402	12599.63002	14270.82629	13051.0205	10353.92843	11124.14049	10638.10182	9768.397886	0.654601125342	0.479578337024
1452540_a_at	Hist1h2bc /// Hist1h2be /// Hist1h2bl /// Hist1h2bm /// Hist1h2bp /// LOC100046213 /// LOC665622 /// RP23-38E20.1			"histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bl /// histone cluster 1, H2bm /// histone cluster 1, H2bp /// similar to Hist1h2bj protein /// H2b histone family member /// predicted gene, OTTMUSG00000013203"	0.000499950005	16993.95913	18733.84457	16970.96816	13318.7575	13264.77423	12754.08588	13211.00985	12049.1239	10187.0812	9834.744654	12098.15979	11019.2192	0.77674815094	0.653450761672
1421075_s_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.000199980002	24229.09889	20540.332	28234.20228	14782.08854	6777.61748	4805.493064	8114.734232	6359.799772	8577.884945	8849.180428	9278.574753	9834.744654	0.296832378209	0.416245194187
1429399_at	Rnf125			ring finger protein 125	0.000199980002	21276.20364	17842.70688	13702.84179	16428.42153	13372.96037	10132.06509	11919.33089	10200.88181	8531.559421	9067.470178	8683.03919	6786.799277	0.658846550558	0.477527581987
1417071_s_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	0.000199980002	15689.37215	14742.1186	15924.76409	14002.89496	8636.145773	9808.152056	9328.956496	8049.0867	12396.59469	12805.99073	11663.92421	10841.65122	0.593486507741	0.79040478549
1420722_at	Elovl3			"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3"	0.014198580142	19483.96937	18532.04384	26964.05775	19563.26273	5517.073556	5676.174119	11727.25817	3932.977589	6156.482677	4490.973519	5784.782012	3289.365824	0.317629814936	0.233272135971
1420531_at	Hsd3b5			"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5"	0.000199980002	15290.95221	14563.58717	13518.58237	11984.05168	6596.5684	4766.617022	7983.970252	7411.083425	8027.322421	10495.05335	9728.804914	8531.559421	0.483374374829	0.664462034943
1440327_at	AI195470			expressed sequence AI195470	0.000999900009999	15689.37215	13908.42927	13833.31574	10915.28743	13777.24687	10623.70963	6596.5684	9366.922284	6215.102633	5135.083	7291.658349	5539.526233	0.742725254569	0.444948849835
1418858_at	Aox3			aldehyde oxidase 3	0.004899510049	12514.63098	12279.67179	11352.34824	11139.21063	7010.932502	7676.590629	11019.2192	7501.934129	7887.281945	8462.539809	8428.239701	8909.283827	0.702296105183	0.712418979239
1454971_x_at	Tsc22d1			"TSC22 domain family, member 1"	0.023597640236	12480.79212	8192.0	13445.57423	15817.33307	5599.847719	7291.658349	10974.55636	5038.673049	3379.645591	6569.83139	7381.045048	5297.491858	0.578839103341	0.453143024927
1450644_at	Zfp36l1			"zinc finger protein 36, C3H type-like 1"	0.000899910008999	9153.807578	10753.94315	11154.3011	9715.642906	7431.176911	6351.195659	7213.112701	7940.85221	5776.955835	6704.609074	4564.528098	5066.032546	0.709611901059	0.542260314058
1423447_at	Clpx			caseinolytic peptidase X (E.coli)	0.000199980002	11214.86785	10768.5117	10710.35553	9676.263759	8718.376246	8543.117324	6394.332856	7887.281945	3730.70968	4734.46069	5592.271738	3024.539947	0.744468001778	0.403162202574
1423423_at	Pdia3			protein disulfide isomerase associated 3	0.000199980002	7940.85221	8114.734232	9955.306373	9316.335503	5683.863725	4318.072886	6040.896192	6189.911769	7635.132614	6686.480187	7154.759214	7116.119389	0.629337359044	0.80936129907
1436999_at	5033414K04Rik			RIKEN cDNA 5033414K04 gene	0.000899910008999	6759.291183	6308.349516	5919.460585	6516.681996	5369.697122	5630.254338	4792.499281	6299.81501	3911.737242	4024.54335	5319.05091	3927.656727	0.866234844786	0.673742716536
