Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1433445_x_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000499950005	26818.4363	21018.54234	20651.86397	26565.48865	41247.84852	42437.34795	36074.00245	47806.58991	29245.71216	30623.33424	28387.51121	36714.50427	1.76284222517	1.3147329556
1433444_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000399960004	21889.76354	17202.2839	17578.96487	23045.34108	34826.32519	32152.78867	29926.59728	40473.43006	25577.33142	27405.68358	24459.80022	31849.52818	1.7233495432	1.37101534067
1451122_at	Idi1			isopentenyl-diphosphate delta isomerase	0.000199980002	17272.29155	12346.34919	12719.59954	14662.50266	27629.20155	29684.49357	23968.10336	35637.13531	18937.84276	18382.12113	19040.67337	23076.56114	2.05118262955	1.3936168952
1422230_s_at	Cyp2a4 /// Cyp2a5 /// LOC100047711			"cytochrome P450, family 2, subfamily a, polypeptide 4 /// cytochrome P450, family 2, subfamily a, polypeptide 5 /// similar to Cytochrome P450, family 2, subfamily a, polypeptide 4"	0.000199980002	8520.017214	4123.819952	9366.922284	5745.756943	10566.33547	15436.54751	14802.11418	23677.84234	35396.72171	30789.61591	33124.82013	29444.34847	2.32316039185	4.63874876793
1416416_x_at	Gstm1			"glutathione S-transferase, mu 1"	0.013498650135	7154.759214	7421.123393	8683.03919	8566.280065	18184.10917	23838.66178	17674.41691	14822.16685	18012.59913	18037.00122	22038.43839	13965.03191	2.34152025282	2.26402556573
1422478_a_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000899910008999	11951.64748	10580.64994	7760.183221	12548.56158	23359.45104	20073.00167	15003.86826	17650.50548	14387.2177	15731.91035	14155.37648	12927.92515	1.77602650415	1.33522497854
1422438_at	Ephx1			"epoxide hydrolase 1, microsomal"	0.00759924007599	9456.110965	10173.2992	11291.03901	9316.335503	11600.93229	11245.27444	14963.29864	13702.84179	14426.2254	15989.57254	16584.84755	13051.0205	1.28023020657	1.49245687673
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	0.000199980002	8945.541685	1966.488794	2399.495896	8439.657576	18481.93423	17295.6906	21075.52939	19483.96937	13555.23496	16185.58489	11790.93602	8994.115092	3.50956176739	2.3229021039
1433446_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000499950005	8671.291988	5660.826062	5539.526233	8103.755884	16207.51177	18886.6359	13908.42927	22704.69648	11306.33517	11854.95963	10228.53921	14943.05493	2.56322601257	1.72769249596
1448330_at	Gstm1			"glutathione S-transferase, mu 1"	0.013398660134	4991.148973	5261.754163	6385.682023	6463.962576	14524.20804	17818.56765	14021.865	12480.79212	14642.666	16011.23398	16925.07962	11967.83857	2.54714040568	2.57750005987
1435007_s_at	AI132487			expressed sequence AI132487	0.000599940005999	7087.276552	6446.484383	6722.787114	8777.591288	8849.180428	9104.371739	11935.47821	8258.813117	14136.22591	15394.80796	12650.90637	14002.89496	1.31389613624	1.93513003943
1421041_s_at	Gsta1 /// Gsta2			"glutathione S-transferase, alpha 1 (Ya) /// glutathione S-transferase, alpha 2 (Yc2)"	0.011298870113	3311.707133	1633.587628	2769.763117	3384.224076	8730.187234	14524.20804	14059.88214	16584.84755	21683.30244	13927.27125	14232.23878	4271.558662	4.85609115863	4.8754839598
1423418_at	Fdps			farnesyl diphosphate synthetase	0.001299870013	7781.223212	7058.55057	6198.297344	6507.865638	13391.07704	13372.96037	10466.67531	15924.76409	8933.439346	7728.729883	8092.792445	10652.51343	1.92970299995	1.28539738573
1422479_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000199980002	6098.415573	6446.484383	4073.879239	6516.681996	14842.24679	15064.92897	11759.05399	14232.23878	8718.376246	9253.486007	7802.320248	8136.735508	2.41613806911	1.46575500393
1417126_a_at	Rpl22l1			ribosomal protein L22 like 1	0.014098590141	6713.691965	7029.941069	5347.93283	6090.165126	12823.3393	9166.208455	8225.338748	8382.722348	8103.755884	8394.078559	8718.376246	9914.955829	1.53276233736	1.39510530598
1449486_at	Ces1			carboxylesterase 1	0.002199780022	7001.447478	5547.03072	4984.39653	7145.079657	8049.0867	9379.611807	8382.722348	8314.906815	9215.98006	10552.04045	8659.560739	9228.4651	1.38286695638	1.52589820702
1427474_s_at	Gstm3			"glutathione S-transferase, mu 3"	0.013098690131	1320.791934	1097.198911	1682.973658	1508.18088	8543.117324	11553.91167	6786.799277	6614.453511	12296.30726	8742.014162	8416.837215	4728.055483	5.97208299923	6.09419292707
1420641_a_at	Sqrdl			sulfide quinone reductase-like (yeast)	0.000199980002	5240.427346	5025.04876	4288.942473	5362.432547	6907.300387	8236.48175	7203.354199	7203.354199	5745.756943	5903.454696	5428.16929	5413.491825	1.48369289644	1.1292383827
1456531_x_at	Prpf19			PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	0.00839916008399	4957.477915	3740.82466	3167.011191	5479.85453	7331.251332	6394.332856	5304.668494	5895.468009	6879.303928	7844.686075	6507.865638	7029.941069	1.43704115553	1.62937575627
1435630_s_at	Acat2			acetyl-Coenzyme A acetyltransferase 2	0.000699930006999	4466.719673	3807.243822	3124.425013	3869.60006	9481.749083	9610.986129	6991.975334	10652.51343	4626.743003	4721.658974	4123.819952	4870.992343	2.40616003951	1.20141655794
1420654_a_at	Gbe1			"glucan (1,4-alpha-), branching enzyme 1"	0.000999900009999	3472.403172	3975.804907	3505.466251	4702.521257	6587.64401	6982.515956	7145.079657	7532.464483	7020.430328	5824.072098	5800.466147	5369.697122	1.80425084428	1.53387619371
1450646_at	Cyp51			"cytochrome P450, family 51"	0.000399960004	3725.662438	3179.899886	3650.768264	3582.225967	7552.887066	7049.001172	6334.022382	9982.297947	4991.148973	5079.767953	5326.256715	6944.806345	2.18680092602	1.58021647394
1451386_at	Blvrb			biliverdin reductase B (flavin reductase (NADPH))	0.00569943005699	3927.656727	3601.677099	4521.476124	3577.379607	5457.643713	5162.965992	6181.537495	7391.044271	5502.155699	6173.174594	4917.372327	4595.530283	1.5480482485	1.3557701502
1425627_x_at	Gstm1			"glutathione S-transferase, mu 1"	0.000799920007999	1990.595511	2081.542789	2557.134801	3132.896188	5776.955835	5384.255848	4509.250306	5457.643713	7707.831831	8496.979566	7020.430328	5630.254338	2.16428388778	2.9558487677
1422557_s_at	Mt1			metallothionein 1	0.001499850015	301.974151	107.4163886	295.5034677	188.9058328	2591.988766	7645.476107	715.3085496	2376.864178	3298.2842	3205.834826	13391.07704	23838.66178	14.9134481822	48.9302591966
1417382_at	Entpd5			ectonucleoside triphosphate diphosphohydrolase 5	0.001499850015	3786.68251	4151.828828	4265.779711	3730.70968	4329.78037	4335.645994	4633.01096	5233.337657	4930.704676	5212.126017	5607.433925	4957.477915	1.16296040999	1.29951312116
1423747_a_at	Pdk1			"pyruvate dehydrogenase kinase, isoenzyme 1"	0.020797920208	3065.764683	3384.224076	2536.447792	4294.752803	4766.617022	5592.271738	4831.586416	5784.782012	4930.704676	5569.605313	4288.942473	4844.686176	1.57932069402	1.47832683615
1416958_at	Nr1d2			"nuclear receptor subfamily 1, group D, member 2"	0.000199980002	1390.517562	1076.599265	733.9465796	1156.685751	3045.082563	3510.215164	4466.719673	3802.093064	8531.559421	6991.975334	6240.396058	8885.193623	3.40178149955	7.03324659763
1415998_at	Vdac1			voltage-dependent anion channel 1	0.004599540046	3074.076815	3154.174758	2677.588881	3004.135935	4552.18587	5038.673049	4406.65657	4168.725407	4225.545489	4312.231006	4418.604228	4002.808496	1.52529613012	1.42394818135
1452836_at	Lpin2			lipin 2	0.011798820118	2242.448877	2553.675295	3184.207749	1602.917413	4090.458589	3853.915915	4897.44135	4740.874542	5311.854816	4084.924646	3874.842298	5992.02584	1.83473160128	2.01013736872
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	0.000199980002	2777.272706	2543.324799	2242.448877	2623.763338	5442.88655	5290.324968	5025.04876	6181.537495	3311.707133	3467.705415	3766.232242	3710.561697	2.15374571392	1.39947705698
1459141_at	1810008I18Rik			RIKEN cDNA 1810008I18 gene	0.000199980002	2630.877082	2975.801335	1463.924059	2799.923859	4904.076028	4753.728356	5554.545412	4924.033972	3822.738053	3680.543558	3004.135935	3289.365824	2.0400516735	1.39777585326
1428942_at	Mt2			metallothionein 2	0.00509949005099	153.4599894	54.21958584	221.9276037	136.8716352	1581.363297	4174.372848	422.4556989	1530.80853	2943.746043	852.9563628	10974.55636	20181.99609	13.6086296283	61.7026691614
1418760_at	Rdh11			retinol dehydrogenase 11	0.000199980002	2991.959642	2153.19853	1705.912732	2512.52438	5128.135794	3864.364942	3917.036564	4747.297115	3329.689375	3675.564186	3562.879881	3700.528546	1.88568961809	1.52384437337
1418129_at	Dhcr24			24-dehydrocholesterol reductase	0.000199980002	1950.580062	1880.568484	1671.620047	1808.167358	4448.615301	5753.540854	3271.601353	4490.973519	2191.429042	3262.755126	3761.136968	3107.551316	2.45724092611	1.68553965383
1422533_at	Cyp51			"cytochrome P450, family 51"	0.001499850015	2224.307651	1710.53793	1547.477942	1934.80003	4300.570975	3675.564186	2515.928138	5038.673049	2344.902952	2522.749511	2515.928138	3416.447519	2.09390287718	1.4560938675
1437457_a_at	Mtpn			myotrophin	0.000399960004	1338.794441	1609.440749	1322.581242	2104.209304	4645.572327	4254.245282	3425.710448	2951.727348	2348.079647	2560.599012	3124.425013	2376.864178	2.39642254599	1.63292954116
1417629_at	Prodh			proline dehydrogenase	0.00689931006899	1998.696567	1769.422061	1810.616925	2115.634952	2777.272706	3959.690296	2438.795595	2655.927408	2703.084	3053.33862	3210.177823	3467.705415	1.5377068205	1.61602639877
1427963_s_at	Rdh9			retinol dehydrogenase 9	0.001899810019	1708.223759	847.202185	1471.873021	1333.36808	2900.233074	3074.076815	2947.734004	1995.992563	2888.477918	3548.438901	4388.795644	4715.271086	2.03669363614	2.89907644301
1436339_at	1810058I24Rik			RIKEN cDNA 1810058I24 gene	0.00689931006899	1752.733126	1906.200792	2014.997733	2098.51964	2383.308511	2599.01636	3218.881498	2792.353022	2432.201229	2923.887079	3008.205687	4388.795644	1.41442628322	1.64080663378
1418300_a_at	Mknk2			MAP kinase-interacting serine/threonine kinase 2	0.00679932006799	1618.179853	1481.869954	1817.985528	1667.10008	2951.727348	3045.082563	3065.764683	2732.518655	2845.781894	2620.213673	2609.593503	3817.566307	1.79116943019	1.80606086701
1424835_at	Gstm4			"glutathione S-transferase, mu 4"	0.014198580142	1349.713512	1052.104652	1172.451476	1227.679915	2717.761479	2803.716962	2908.096403	3665.625666	3258.340998	3375.073324	2807.515223	2310.241779	2.51881040637	2.44716675788
1451015_at	Tkt			transketolase	0.013698630137	1662.592335	1878.02428	1731.506994	2012.271675	2666.73616	2951.727348	2681.216273	2360.829487	2739.927265	2841.931863	2412.524921	2303.995015	1.46347210062	1.41375895493
1460196_at	Cbr1			carbonyl reductase 1	0.003599640036	1487.900668	1211.171544	1150.438981	1280.299506	2736.220443	3111.761189	2872.878472	3543.638276	3284.915695	2699.427023	2853.497592	1602.917413	2.39082864839	2.03531052813
1448609_at	Tst			"thiosulfate sulfurtransferase, mitochondrial"	0.021397860214	1993.292204	1733.852707	1651.376231	1740.908906	2478.738957	2638.010113	2329.083876	2104.209304	1888.221767	2892.391006	3289.365824	2529.589379	1.34140544757	1.48882254682
1451814_a_at	Htatip2			"HIV-1 tat interactive protein 2, homolog (human)"	0.011798820118	1662.592335	1347.887506	1502.067968	1456.018025	2448.720675	2279.176411	2488.826593	3082.411482	2908.096403	2627.317793	2185.503541	1998.696567	1.72556279807	1.62846730259
1455265_a_at	Rgs16			regulator of G-protein signaling 16	0.000899910008999	35.25237221	126.3643164	48.91837882	413.4033444	457.5833111	370.4674873	628.9820345	629.834129	3616.334717	5769.140286	4614.23255	8303.657656	3.34466819534	35.7461005544
1427229_at	Hmgcr			3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.000399960004	842.6268048	950.5232627	725.0582659	962.1754972	3361.393557	3922.343038	1837.782093	4792.499281	1340.608137	1450.116537	1067.889666	2412.524921	3.99784007921	1.80185277436
1427747_a_at	Lcn2			lipocalin 2	0.01399860014	80.89006555	107.0534515	62.03790768	79.21035775	2185.503541	4347.401123	210.942082	835.8100234	452.6542297	116.6636202	1086.850281	13157.4633	23.0250485364	45.0000037039
1448502_at	Slc16a7			"solute carrier family 16 (monocarboxylic acid transporters), member 7"	0.000999900009999	1543.293649	1095.714521	1166.119562	1420.965931	2399.495896	2599.01636	2050.774473	2179.594062	1995.992563	1947.941154	2276.092935	2001.404248	1.76592334277	1.5731503165
1452837_at	Lpin2			lipin 2	0.001499850015	878.7426305	963.4789755	1251.170338	691.5039825	1710.53793	1696.699819	2194.397822	2209.302114	3020.448096	1919.147657	2260.738062	3434.998491	2.06371267181	2.8099404878
1456777_at	Mgam			maltase-glucoamylase	0.00679932006799	1347.887506	1290.741498	1251.170338	1407.563585	2383.308511	2360.829487	1940.045805	1835.295787	1662.592335	1717.499246	1953.222558	2367.230345	1.60824918123	1.45365620406
1418288_at	Lpin1			lipin 1	0.001599840016	306.5047507	456.9642525	894.3449017	553.0737748	809.0899265	930.1555093	1150.438981	2455.35983	2979.832723	1172.451476	3227.608771	5494.711922	2.41760099162	5.82327406779
1439036_a_at	Atp1b1			"ATPase, Na+/K+ transporting, beta 1 polypeptide"	0.010798920108	1017.091935	971.3370119	983.2443971	1392.401328	2042.462323	2227.320957	1518.424415	1481.869954	2095.680587	1788.689803	2203.328285	1880.568484	1.66589212958	1.82587782242
1423141_at	Lipa			lysosomal acid lipase A	0.026097390261	1244.413297	1379.268389	1211.171544	1430.617104	1600.748841	2098.51964	1514.318681	1602.917413	1398.067934	2212.295107	1724.488903	1481.869954	1.29456708378	1.29460835701
