Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1433443_a_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.00509949005099	31378.7443	21537.02339	20933.35063	28043.73001	42322.59975	42379.93487	37875.68552	47227.63757	27967.90134	30706.36252	30089.09574	33941.93633	1.66651399478	1.20425817848
1433445_x_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000499950005	26818.4363	21018.54234	20651.86397	26565.48865	41247.84852	42437.34795	36074.00245	47806.58991	29245.71216	30623.33424	28387.51121	36714.50427	1.76284222517	1.3147329556
1433444_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000399960004	21889.76354	17202.2839	17578.96487	23045.34108	34826.32519	32152.78867	29926.59728	40473.43006	25577.33142	27405.68358	24459.80022	31849.52818	1.7233495432	1.37101534067
1451122_at	Idi1			isopentenyl-diphosphate delta isomerase	0.000199980002	17272.29155	12346.34919	12719.59954	14662.50266	27629.20155	29684.49357	23968.10336	35637.13531	18937.84276	18382.12113	19040.67337	23076.56114	2.05118262955	1.3936168952
1451457_at	Sc5d			"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)"	0.00729927007299	15583.52923	14702.25674	12114.54945	16993.95913	21889.76354	22858.90617	23870.95641	24492.93648	18012.59913	15478.40024	14943.05493	16098.1734	1.56770213882	1.08650550005
1419499_at	Gpam			"glycerol-3-phosphate acyltransferase, mitochondrial"	0.015298470153	9253.486007	13246.82853	10523.50833	16810.90043	20018.7254	20401.76362	25131.12265	19803.08396	11429.45309	9430.542172	10915.28743	10638.10182	1.71275548419	0.851080967365
1422478_a_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000899910008999	11951.64748	10580.64994	7760.183221	12548.56158	23359.45104	20073.00167	15003.86826	17650.50548	14387.2177	15731.91035	14155.37648	12927.92515	1.77602650415	1.33522497854
1439459_x_at	Acly			ATP citrate lyase	0.012298770123	8945.541685	9366.922284	7512.097122	15044.54787	23806.41068	20154.6922	20651.86397	19483.96937	12927.92515	10159.53591	9341.594651	8092.792445	2.05771396436	0.991503098212
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	0.000199980002	8945.541685	1966.488794	2399.495896	8439.657576	18481.93423	17295.6906	21075.52939	19483.96937	13555.23496	16185.58489	11790.93602	8994.115092	3.50956176739	2.3229021039
1433446_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000499950005	8671.291988	5660.826062	5539.526233	8103.755884	16207.51177	18886.6359	13908.42927	22704.69648	11306.33517	11854.95963	10228.53921	14943.05493	2.56322601257	1.72769249596
1438322_x_at	Fdft1			farnesyl diphosphate farnesyl transferase 1	0.00539946005399	9366.922284	7252.27919	6206.694322	8005.616992	16163.68757	16339.69858	14251.51952	22521.01735	7461.419359	7951.609813	8136.735508	11491.51389	2.24691936125	1.13654100631
1422070_at	Adh4			"alcohol dehydrogenase 4 (class II), pi polypeptide"	0.012498750125	9689.372352	9092.054584	8671.291988	9291.144655	13482.02888	15332.41019	12163.8516	15924.76409	9055.202883	8314.906815	9715.642906	11064.06372	1.54864103057	1.03826360671
1418069_at	Apoc2			apolipoprotein C-II	0.00619938006199	9116.705644	8837.208455	8281.205031	7655.833559	16833.67443	15604.6405	10710.35553	10841.65122	8624.462012	8554.690826	8236.48175	6842.151721	1.59306001739	0.951811139835
1423418_at	Fdps			farnesyl diphosphate synthetase	0.001299870013	7781.223212	7058.55057	6198.297344	6507.865638	13391.07704	13372.96037	10466.67531	15924.76409	8933.439346	7728.729883	8092.792445	10652.51343	1.92970299995	1.28539738573
1451666_at	Acly			ATP citrate lyase	0.010198980102	6181.537495	6481.488156	4658.167752	9392.318586	15946.33763	16011.23398	16339.69858	13833.31574	8753.857173	5683.863725	6131.529367	4917.372327	2.32581122076	0.954072328734
1422479_at	Acss2			acyl-CoA synthetase short-chain family member 2	0.000199980002	6098.415573	6446.484383	4073.879239	6516.681996	14842.24679	15064.92897	11759.05399	14232.23878	8718.376246	9253.486007	7802.320248	8136.735508	2.41613806911	1.46575500393
1451895_a_at	Dhcr24			24-dehydrocholesterol reductase	0.00689931006899	6587.64401	6641.372164	6982.515956	6463.962576	12032.82275	13665.79008	10856.33858	13814.60077	5975.823738	6768.448152	7542.668889	8405.450214	1.8882331044	1.07560858043
1417828_at	Aqp8			aquaporin 8	0.013898610139	4484.897754	5737.983603	2857.363272	6525.510252	11398.54849	9443.317948	9067.470178	7645.476107	4589.313034	4645.572327	5653.167584	3293.822005	1.91549945161	0.927374388814
1420641_a_at	Sqrdl			sulfide quinone reductase-like (yeast)	0.000199980002	5240.427346	5025.04876	4288.942473	5362.432547	6907.300387	8236.48175	7203.354199	7203.354199	5745.756943	5903.454696	5428.16929	5413.491825	1.48369289644	1.1292383827
1423828_at	Fasn			fatty acid synthase	0.012098790121	1850.264273	3685.529651	2868.991801	7222.884473	8969.795509	11507.08171	12599.63002	8742.014162	4312.231006	4002.808496	3572.539829	2515.928138	2.67592807317	0.921666971884
1435630_s_at	Acat2			acetyl-Coenzyme A acetyltransferase 2	0.000699930006999	4466.719673	3807.243822	3124.425013	3869.60006	9481.749083	9610.986129	6991.975334	10652.51343	4626.743003	4721.658974	4123.819952	4870.992343	2.40616003951	1.20141655794
1450646_at	Cyp51			"cytochrome P450, family 51"	0.000399960004	3725.662438	3179.899886	3650.768264	3582.225967	7552.887066	7049.001172	6334.022382	9982.297947	4991.148973	5079.767953	5326.256715	6944.806345	2.18680092602	1.58021647394
1423680_at	Fads1			fatty acid desaturase 1	0.001299870013	4576.903789	5247.526675	4478.830179	4997.910599	8281.205031	8753.857173	6731.89463	5730.220739	3901.160124	4288.942473	4721.658974	4406.65657	1.52825842552	0.897272912812
1436168_at	C730029A08Rik			RIKEN cDNA C730029A08 gene	0.000199980002	6299.81501	6114.950055	5398.854047	5494.711922	7802.320248	7770.696122	7351.128371	6385.682023	2393.007793	3948.983515	2947.734004	3227.608771	1.25748285972	0.537032619999
1436504_x_at	Apoa4			apolipoprotein A-IV	0.004799520048	1646.911003	2124.244891	1687.536662	2574.502811	12998.12251	11790.93602	5645.519506	9559.081263	1893.341255	1998.696567	3231.981288	3082.411482	4.97854931592	1.27053185261
1448130_at	Fdft1			farnesyl diphosphate farnesyl transferase 1	0.000899910008999	3045.082563	2564.067897	2036.939619	2386.537234	7242.4677	7145.079657	4382.858084	8005.616992	2539.883977	3171.301615	3298.2842	4019.098583	2.66889435814	1.29861979006
1418438_at	Fabp2			"fatty acid binding protein 2, intestinal"	0.021497850215	3365.947315	3365.947315	3458.328934	3577.379607	9995.821199	7331.251332	4740.874542	3675.564186	2001.404248	2156.115503	3730.70968	2389.770316	1.86986151033	0.74653515353
1436297_a_at	Grina			"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)"	0.00759924007599	3411.825463	3184.207749	3715.588455	3524.500586	4884.198943	4825.049842	4146.211887	4851.249386	4024.54335	3981.191022	3379.645591	4300.570975	1.35201971448	1.13369560135
1417667_a_at	Pter			phosphotriesterase related	0.00519948005199	3481.817812	3032.740307	2912.036049	3621.23385	6342.60323	5326.256715	4696.159293	5539.526233	3040.9629	2714.084645	3197.166428	2853.497592	1.67878864136	0.904802818424
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	0.000199980002	2777.272706	2543.324799	2242.448877	2623.763338	5442.88655	5290.324968	5025.04876	6181.537495	3311.707133	3467.705415	3766.232242	3710.561697	2.15374571392	1.39947705698
1459141_at	1810008I18Rik			RIKEN cDNA 1810008I18 gene	0.000199980002	2630.877082	2975.801335	1463.924059	2799.923859	4904.076028	4753.728356	5554.545412	4924.033972	3822.738053	3680.543558	3004.135935	3289.365824	2.0400516735	1.39777585326
1443849_x_at	Urod			uroporphyrinogen decarboxylase	0.012898710129	2931.814541	3227.608771	3082.411482	3253.932819	4595.530283	5004.681351	4570.711771	4202.725107	2951.727348	2838.087059	3311.707133	3094.955884	1.47038974163	0.976048675178
1418760_at	Rdh11			retinol dehydrogenase 11	0.000199980002	2991.959642	2153.19853	1705.912732	2512.52438	5128.135794	3864.364942	3917.036564	4747.297115	3329.689375	3675.564186	3562.879881	3700.528546	1.88568961809	1.52384437337
