Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1422230_s_at	Cyp2a4 /// Cyp2a5 /// LOC100047711			"cytochrome P450, family 2, subfamily a, polypeptide 4 /// cytochrome P450, family 2, subfamily a, polypeptide 5 /// similar to Cytochrome P450, family 2, subfamily a, polypeptide 4"	0.000199980002	8520.017214	4123.819952	9366.922284	5745.756943	10566.33547	15436.54751	14802.11418	23677.84234	35396.72171	30789.61591	33124.82013	29444.34847	2.32316039185	4.63874876793
1455100_at	Akr1d1			"aldo-keto reductase family 1, member D1"	0.00529947005299	10871.04592	8005.616992	9018.500612	10242.39605	12754.08588	11367.72745	8394.078559	10495.05335	13702.84179	14309.51843	15064.92897	17722.33712	1.12778441304	1.59421911074
1416308_at	Ugdh			UDP-glucose dehydrogenase	0.0199980002	9637.044156	9141.423541	12430.20527	9559.081263	8405.450214	7887.281945	10609.33699	10856.33858	15710.62691	13500.2933	11632.38561	14040.86066	0.926183167117	1.34626416188
1435007_s_at	AI132487			expressed sequence AI132487	0.000599940005999	7087.276552	6446.484383	6722.787114	8777.591288	8849.180428	9104.371739	11935.47821	8258.813117	14136.22591	15394.80796	12650.90637	14002.89496	1.31389613624	1.93513003943
1438403_s_at	Malat1			metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.022097790221	8849.180428	8147.758477	7096.877802	5959.665446	7749.684596	10159.53591	5554.545412	5398.854047	11935.47821	13500.2933	13482.02888	9808.152056	0.960375234326	1.6213080467
1429514_at	Ppap2b			phosphatidic acid phosphatase type 2B	0.00969903009699	8694.802246	6248.850025	5683.863725	7994.786268	7058.55057	8081.843783	8531.559421	7844.686075	9228.4651	12213.35448	11967.83857	11919.33089	1.10112176017	1.58369472245
1436555_at	Slc7a2			"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"	0.004899510049	9379.611807	4306.397059	5169.960347	4805.493064	7087.276552	7203.354199	9278.574753	5808.324134	13193.1368	11491.51389	10050.09752	17040.03443	1.24157709672	2.18814805416
1448973_at	Sult1d1			"sulfotransferase family 1D, member 1"	0.01199880012	7532.464483	7116.119389	7532.464483	6394.332856	6907.300387	8059.99093	5472.440886	7431.176911	10812.336	8933.439346	12147.39532	11079.05247	0.975346887175	1.50381976775
1456036_x_at	Gsto1			glutathione S-transferase omega 1	0.000799920007999	6786.799277	6223.522377	7421.123393	7749.684596	7919.380591	7897.96703	6991.975334	8214.210765	9584.998561	10900.52031	9676.263759	9650.099684	1.10086196377	1.41271421048
1450109_s_at	Abcc2			"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"	0.00559944005599	5622.63722	4400.694876	5149.005622	5457.643713	4651.86576	6173.174594	5333.47232	5800.466147	9676.263759	9663.172833	8789.482435	9533.234043	1.06442067796	1.82560285844
