Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1417580_s_at	Selenbp1			selenium binding protein 1	0.000299970003	38081.4291	38236.42444	38443.97782	25267.58216	13463.81838	13721.39936	17063.07449	15710.59282	19457.65191	21391.79612	19749.52042	21449.70224	0.428187789571	0.585938829761
1421074_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.000299970003	32723.73948	25750.98505	33987.81508	20679.87722	11004.30186	7940.862503	11711.43306	10104.63788	12805.97963	13628.88578	14251.538	15126.2841	0.360264845361	0.493295875002
1439624_at	Ugt2b35			"UDP glucuronosyltransferase 2 family, polypeptide B35"	0.000299970003	13121.90899	12213.33856	13591.99871	12980.51498	8360.074016	8508.505307	8636.134519	8789.467204	20264.12133	17722.32176	16384.0	16629.76314	0.660675402421	1.36781484183
1417071_s_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	0.000299970003	16674.89435	15817.34678	17179.0186	14782.06293	9328.956496	10566.35379	10452.49694	8081.850785	13482.02888	13946.15693	12565.5831	12000.27627	0.596240138212	0.806693014948
1449321_x_at	LOC100046187 /// Serpina1a /// Serpina1b /// Serpina1c /// Serpina1d /// Serpina1e			"similar to Alpha-1-antitrypsin 1-2 precursor (Serine protease inhibitor 1-2) (Alpha-1 protease inhibitor 2) (Alpha-1-antiproteinase) (AAT) /// serine (or cysteine) peptidase inhibitor, clade A, member 1A /// serine (or cysteine) preptidase inhibitor, clade A, member 1B /// serine (or cysteine) peptidase inhibitor, clade A, member 1C /// serine (or cysteine) peptidase inhibitor, clade A, member 1D /// serine (or cysteine) peptidase inhibitor, clade A, member 1E"	0.004399560044	12000.27627	14445.77515	14348.27817	12396.62691	7401.07951	5831.97977	7301.514361	8861.16088	13852.03195	16607.30092	13591.99871	17436.70717	0.552645345285	1.15598670894
1421075_s_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.000299970003	22278.43083	17988.28467	25646.60074	13833.32168	6291.289346	4412.62062	7718.260383	5992.033607	8147.772596	8554.690826	8897.226717	10214.70557	0.306147125356	0.449102264912
1438040_a_at	Hsp90b1			"heat shock protein 90, beta (Grp94), member 1"	0.000699930006999	9166.212394	11034.16623	14117.13783	11199.68084	6463.948552	6879.318805	8360.074016	7865.975623	14251.538	14212.96569	15924.71574	11569.58905	0.649629563196	1.22939925581
1455770_at	---			---	0.000299970003	11094.06144	9637.077555	10783.06731	10077.35916	5502.150932	6081.91526	8753.838181	7461.396707	11154.28177	12000.27627	14193.7679	12582.57869	0.668387947633	1.20050553692
1420531_at	Hsd3b5			"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5"	0.000299970003	15457.50659	14682.39805	13336.84686	11967.88005	6713.689033	4786.017644	7962.357871	7222.887577	8158.792873	10132.06067	9995.825495	8192.0	0.481290097508	0.657929866575
1423423_at	Pdia3			protein disulfide isomerase associated 3	0.000299970003	8147.772596	8247.664887	10009.34536	9430.574856	5660.838305	4382.869476	6351.184653	6731.909189	8114.74475	6944.812362	7271.967316	7512.097122	0.645362655991	0.832798204518
1456170_x_at	Calr			calreticulin	0.004599540046	6139.817252	6823.659771	7887.268278	6907.318341	4658.177825	3393.409917	4515.37471	5254.653797	5951.592358	5637.891506	6982.509906	6198.313455	0.642033842088	0.892364379031
1427131_s_at	Lrrc58			leucine rich repeat containing 58	0.00979902009799	5319.03937	5919.460585	7145.057965	5975.815951	4347.408656	4838.117191	2788.570442	4008.231166	5871.56755	6106.669281	6215.091863	6206.696989	0.656105839979	1.00166883649
1417070_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	0.000299970003	5800.453563	5524.545252	6065.496379	5031.873715	3082.40347	3280.477248	3700.539755	3045.091787	4503.153685	4412.62062	4595.544204	4180.037008	0.584617633989	0.789004747393
1433806_x_at	Calr			calreticulin	0.000999900009999	4057.372375	4564.528098	5450.262498	4670.787192	2927.858264	2164.892991	2979.841749	3510.20604	4035.467218	3601.669285	4601.759911	4029.988482	0.61798163807	0.868000221658
1452975_at	Agxt2l1			alanine-glyoxylate aminotransferase 2-like 1	0.00659934006599	6131.524054	3965.068295	4779.553055	4312.234742	2048.0	1694.401434	2896.309376	1383.00437	4448.613359	4248.476884	4335.642238	3197.170572	0.418050670195	0.845819341159
1417991_at	Dio1			"deiodinase, iodothyronine, type I"	0.000299970003	4484.899682	5895.465434	7940.862503	4382.869476	1075.140881	1510.227314	2526.159469	1386.75768	3715.601333	3236.368118	3175.592327	3167.019423	0.28621641798	0.585558683324
1441912_x_at	C2			complement component 2 (within H-2S)	0.000299970003	2194.398765	2300.879955	2233.359836	2227.315167	1407.559311	1434.49776	1340.60639	1136.506327	2127.126327	2023.195475	1487.898089	1750.364903	0.593925555281	0.8249913993
1439353_x_at	Tmem56			transmembrane protein 56	0.000599940005999	1762.24647	1528.742812	1857.800666	1805.721894	1759.866161	1444.235205	702.8295307	1104.654885	2150.281762	2042.457014	1966.493906	3258.336752	0.720623660662	1.3541668557
1452378_at	Malat1			metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.01399860014	2303.992013	1942.676549	1757.489068	1850.269877	1204.634694	1471.875572	1422.891559	1214.452207	2239.42091	1916.555419	1990.589468	1658.093905	0.676542501317	0.993663725974
