Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1450109_s_at	Abcc2			"ATP-binding cassette, sub-family C (CFTR/MRP), member 2"	0.002599740026	5472.445628	4424.595949	5169.969306	5494.719045	5018.254767	5855.716528	5554.533362	5855.716528	6795.999354	7381.04822	7154.771612	7666.221674	1.08377170905	1.41029188505
1428614_at	Ldhd			lactate dehydrogenase D	0.001299870013	1733.857959	2056.335571	2064.705068	1769.418994	2042.457014	2273.012653	2215.29022	2313.369497	3124.435841	2659.519685	2777.266681	2376.858	1.15998963544	1.43463071613
1452071_at	Slc4a4			"solute carrier family 4 (anion exchanger), member 4"	0.002699730027	596.6342549	585.4324885	703.7816069	634.1120578	595.0210924	800.3742818	809.0897863	803.6318875	954.3919075	1459.966955	1101.665097	955.6847584	1.19371599583	1.77451546601
1452885_at	Sfrs2ip			"splicing factor, arginine/serine-rich 2, interacting protein"	0.002799720028	504.4320036	499.6742283	530.3426632	521.0908095	381.6673592	424.7496652	516.1759093	433.463288	523.2113401	541.9556554	561.3718844	602.3152597	0.854304209143	1.08431578072
1418604_at	Avpr1a			arginine vasopressin receptor 1A	0.000899910008999	425.3250452	393.2058566	468.870922	417.9049393	411.7277849	400.7292476	294.7044429	386.3460935	548.599311	505.1153239	489.6296112	498.9982688	0.875799944747	1.19763936852
1439406_x_at	Fars2			phenylalanine-tRNA synthetase 2 (mitochondrial)	0.002599740026	309.4232941	314.9170372	352.3677306	389.4971603	380.635418	396.4125975	403.4510963	349.5170442	537.5715582	461.315194	487.6451845	423.0278981	1.11990214291	1.3977108298
1421534_at	---			---	0.001699830017	257.3901439	317.4855235	394.8059713	313.6407055	287.2207164	253.2423714	273.9285828	219.2399651	470.1420786	528.19323	500.3511036	480.4368496	0.805434145499	1.54218717592
1439196_at	Hook3			hook homolog 3 (Drosophila)	0.001899810019	201.3162752	169.4008144	171.9423358	229.1016438	246.3107869	211.3709058	218.0560185	219.9832702	338.3432977	287.2207164	357.6543058	300.7502236	1.16061954554	1.66368659258
1433496_at	Glt25d1			glycosyltransferase 25 domain containing 1	0.001599840016	168.1441761	224.9525639	236.1875322	239.4067469	164.4298028	159.0654834	205.1682956	184.4829912	311.524755	278.0385276	337.4284949	325.7578196	0.820943876845	1.44211183212
1420941_at	Rgs5			regulator of G-protein signaling 5	0.001199880012	182.3721977	94.5809023	152.1154625	125.1724279	92.86795749	93.37225368	103.9823604	104.9014639	394.2718776	375.516893	427.6343699	204.7520378	0.712910164196	2.52990161786
