Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1421074_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.001699830017	32723.73948	25750.98505	33987.81508	20679.87722	11004.30186	7940.862503	11711.43306	10104.63788	23233.35693	20374.1182	22098.18101	17818.52134	0.360264845361	0.738221613257
1421075_s_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.001699830017	22278.43083	17988.28467	25646.60074	13833.32168	6291.289346	4412.62062	7718.260383	5992.033607	15394.84797	13739.95825	15024.19424	11727.27337	0.306147125356	0.700797867944
1455770_at	---			---	0.002799720028	11094.06144	9637.077555	10783.06731	10077.35916	5502.150932	6081.91526	8753.838181	7461.396707	11336.98975	11935.48855	13246.83422	10022.95298	0.668387947633	1.11903134637
1456170_x_at	Calr			calreticulin	0.001899810019	6139.817252	6823.659771	7887.268278	6907.318341	4658.177825	3393.409917	4515.37471	5254.653797	8683.012829	8394.100378	7573.371583	6907.318341	0.642033842088	1.13688777207
1422528_a_at	Zfp36l1			"zinc finger protein 36, C3H type-like 1"	0.001099890011	1303.034891	1598.585286	1626.967819	1261.373663	1010.230648	1025.385012	999.3484567	959.5738287	1043.590499	1159.823854	1244.413297	1417.123719	0.689907495189	0.840238961071
1454690_at	Ikbkg			inhibitor of kappaB kinase gamma	0.002799720028	1007.499215	1086.852164	1264.796881	950.5231804	775.8365859	587.815259	839.2117108	667.5874391	917.6479701	884.7113369	856.4279088	1138.043509	0.6660486848	0.881002363477
1441430_at	---			---	0.00299970003	1419.040451	777.9404967	1116.679918	854.1117317	406.1914325	420.7434494	645.3705791	304.8494219	567.4848235	727.0239093	733.9464525	941.5578973	0.426403994308	0.712613995412
1426326_at	Zfp91			zinc finger protein 91	0.00299970003	592.6095231	537.5715582	573.6643281	592.6095231	421.3134024	544.8986098	485.0114513	410.0590876	667.5874391	591.8074304	633.2542306	698.0884346	0.810502537959	1.12814647396
1424988_at	Mylip			myosin regulatory light chain interacting protein	0.002599740026	408.3968703	370.4674552	370.9693027	344.8172168	282.2099413	327.0836875	360.0835792	330.6453953	372.4791859	461.315194	435.2272266	406.7416729	0.869783473277	1.12117374102
1437177_at	Larp4			"La ribonucleoprotein domain family, member 4"	0.002799720028	328.4147241	312.3693302	357.1704708	357.6543058	244.8148056	265.1713316	279.1699796	290.3483449	380.1204942	314.4910172	365.9810146	444.1557937	0.796324453702	1.11001661054
1417370_at	Tff3			"trefoil factor 3, intestinal"	0.002099790021	126.8786047	97.37429008	119.5414386	73.52663218	33.68931057	30.37484202	30.0273031	23.56533034	1793.534772	225.5624331	833.55004	81.71556496	0.281933561311	7.03142916897
1456886_at	Zfp839			Zinc finger protein 839	0.003199680032	256.0	223.4349405	257.0417682	237.9526976	197.1359388	181.879105	175.1136822	170.6668442	196.8692532	220.2812668	222.6799725	253.0709325	0.743815370835	0.916332593441
1421469_a_at	Stat5a			signal transducer and activator of transcription 5A	0.003099690031	315.3436342	186.3656288	205.1682956	198.6092492	155.026066	141.4875205	164.3186017	106.7639665	161.5613168	182.0023162	198.0722552	195.2765633	0.626840888029	0.813830135516
1455884_at	Dpp9			dipeptidylpeptidase 9	0.00299970003	164.7640861	187.8856405	162.9892495	186.4918793	160.3627219	163.7633829	148.0520852	160.0374793	179.5548734	197.9381651	196.2040484	191.0921892	0.900424279089	1.08924037481
1455214_at	Mitf			microphthalmia-associated transcription factor	0.000899910008999	176.4225298	178.1023818	195.2765633	150.9870494	94.8373207	102.9319462	106.7639665	103.841693	168.7142474	132.1376699	172.4086084	123.4057665	0.582736320929	0.851421322568
1418210_at	Pfn2			profilin 2	0.00299970003	200.6361835	127.5674987	112.6286461	130.8914453	87.49762788	77.40817334	95.99990014	91.12443126	116.3481935	104.193755	127.3087703	121.0888319	0.61573464123	0.820220484706
1451903_at	Kynu			kynureninase (L-kynurenine hydrolase)	0.001499850015	64.69691431	131.6912791	90.08181559	77.30345552	54.92141917	39.33800802	58.76775982	33.25879513	88.7502944	61.87016602	59.28716885	58.76775982	0.512093377635	0.73857885551
1457814_at	---			---	0.000799920007999	23.50161508	28.54094107	21.71213965	22.5204539	18.92456193	18.67007736	21.68276745	20.1133014	23.01358762	48.98465587	46.05835563	41.47077203	0.824623055767	1.65699426744
