Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1422070_at	Adh4			"alcohol dehydrogenase 4 (class II), pi polypeptide"	0.000199980002	9650.112193	8945.522277	8485.47673	9316.355651	13282.78456	15044.51523	12246.48412	15903.20585	10339.93861	11306.30578	9982.323894	9821.44783	1.55167363683	1.13881595892
1425627_x_at	Gstm1			"glutathione S-transferase, mu 1"	0.000799920007999	3258.336752	3388.802868	4068.355402	4180.037008	8192.0	8203.080097	6024.559317	8125.720355	4721.665094	4271.5679	5176.961953	7222.887577	2.05063905791	1.43620801734
1427474_s_at	Gstm3			"glutathione S-transferase, mu 3"	0.000199980002	1508.17696	946.6707916	1698.999838	1438.380847	8694.817313	12180.36715	6926.015976	7441.253745	2182.551529	2543.324799	5435.511166	3750.975176	6.3020412316	2.48780299799
1415998_at	Vdac1			voltage-dependent anion channel 1	0.000199980002	3078.239994	2996.016803	2641.588446	3149.899317	4589.305081	4977.653186	4329.785982	4101.540048	3843.486804	3448.970324	3885.353097	3538.837989	1.51682721687	1.24026335976
1418129_at	Dhcr24			24-dehydrocholesterol reductase	0.000399960004	1774.220988	1676.155173	1502.063407	1613.804385	3895.87048	5347.949029	2987.907976	3975.801462	2064.705068	3154.181579	2273.012653	2641.588446	2.46831050796	1.54327006711
1456777_at	Mgam			maltase-glucoamylase	0.000199980002	1167.696798	1175.631333	1050.681728	1259.669895	2031.430089	2012.27254	1705.914943	1611.624581	1394.285221	1564.3309	1471.875572	1438.380847	1.58181107041	1.26112514187
1416411_at	Gstm2			"glutathione S-transferase, mu 2"	0.000199980002	662.186597	503.0677863	641.0170853	512.0	2811.316174	3145.644673	1438.380847	1880.564404	753.0704366	888.3115874	993.9510544	794.9751754	4.00121652	1.47968359196
1438164_x_at	Flot2			flotillin 2	0.001299870013	420.7434494	351.4147654	355.2414213	464.4485569	816.7937405	753.0704366	694.318114	579.1262175	459.4455232	520.3858776	597.4424754	518.2764391	1.78616812904	1.31642597863
1428154_s_at	Ppapdc1b			phosphatidic acid phosphatase type 2 domain containing 1B	0.000299970003	301.565588	324.4375512	366.9732262	308.1690145	554.5731658	552.3255285	493.623066	648.8751024	396.9498663	420.1742674	530.3426632	382.7020981	1.7287821157	1.32972757828
1431175_at	1810019D21Rik			RIKEN cDNA 1810019D21 gene	0.000199980002	270.6112487	271.3449032	179.7981043	274.6714213	424.7496652	592.6095231	405.0929031	415.6481557	288.7801964	318.3462589	349.5170442	292.3202576	1.84469377757	1.25344397008
1428386_at	Acsl3			acyl-CoA synthetase long-chain family member 3	0.000199980002	138.4557347	167.4625862	139.9634188	237.309328	630.6872685	475.9053953	448.3849361	590.2073185	251.1936179	239.5689292	279.9268377	329.3050897	3.1399487198	1.6100832205
1430359_a_at	Nadsyn1			NAD synthetase 1	0.001399860014	203.0957162	199.9582506	138.4557347	222.3787309	323.9986519	330.198098	289.9555615	265.1713316	207.1218577	240.2184248	284.8970751	252.557662	1.58311553325	1.28918697788
1448892_at	Dock7			dedicator of cytokinesis 7	0.000299970003	212.23106	161.2335315	154.8163467	194.8803744	307.335796	313.6407055	260.5454048	265.5305415	206.8416631	250.3448557	222.6799725	234.1183166	1.58616401046	1.26387403747
1434853_x_at	Mkrn1			"makorin, ring finger protein, 1"	0.000399960004	133.4862193	118.7350447	92.5542286	163.9852222	420.7434494	425.3250452	291.1355087	195.4088503	137.2427377	164.4298028	181.5100977	167.576031	2.6193312786	1.27910558003
1423054_at	Wdr1			WD repeat domain 1	0.000199980002	164.6525448	160.6887369	125.2572239	149.2596088	264.8126077	297.9135638	231.1265204	231.4396121	195.4088503	224.9525639	217.4662942	206.5618476	1.70922469729	1.40764880182
1454983_at	B230380D07Rik			RIKEN cDNA B230380D07 gene	0.000299970003	152.424711	137.5217501	74.93350346	149.1585637	225.8679874	251.3637851	180.2856802	189.1618046	151.1915814	167.4625862	166.4454935	165.5466493	1.64711244538	1.26575397491
1424383_at	Tmem51			transmembrane protein 51	0.000399960004	116.0335342	103.0016044	72.48889038	105.0435669	201.5889849	191.6102595	229.4119925	210.9420638	164.987281	184.3581007	200.0935704	125.6818925	2.10191984761	1.70241051365
1423627_at	Nqo1			"NAD(P)H dehydrogenase, quinone 1"	0.000199980002	50.46555099	30.80970578	39.79328236	36.46592285	236.6676979	188.5226427	202.9582254	438.1833938	77.19887936	74.32728471	125.7669466	155.6570381	6.76888057634	2.74828849084
1427320_at	Copg2as2			"coatomer protein complex, subunit gamma 2, antisense 2"	0.000199980002	102.7926998	99.03612761	54.55089646	108.8068066	166.2203259	206.9816413	152.3216287	204.8907438	116.2694286	122.24181	132.1376699	146.0612832	2.00011303473	1.41492127608
1417877_at	Eepd1			endonuclease/exonuclease/phosphatase family domain containing 1	0.000299970003	89.65598571	71.17605168	48.98465587	91.18609886	137.2427377	142.9314911	191.7400628	120.5164273	94.13380458	105.9719769	132.3167597	102.7926998	1.96819011122	1.44588439833
1442881_at	---			---	0.001199880012	35.03825448	65.57872738	19.37825825	11.51068671	116.9799121	185.2337276	140.9140838	200.6361835	103.7714667	118.5743377	59.04688305	89.83825498	4.89532238255	2.82292176031
1416410_at	Pafah1b3			"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"	0.000499950005	61.91203606	61.91203606	59.52847373	62.0379023	96.52113665	134.2109898	102.9319462	73.72602143	69.98170941	83.27912469	65.57872738	63.6112927	1.66017095266	1.15102627796
1429104_at	Limd2			LIM domain containing 2	0.001099890011	51.74541032	31.71965116	42.26428094	33.82640609	68.48214569	71.51410931	53.92678048	61.41120472	52.48622746	52.59293117	57.89909929	45.53137112	1.60028229998	1.30681364343
1427473_at	Gstm3			"glutathione S-transferase, mu 3"	0.000699930006999	8.759563619	8.236274996	12.51008772	9.423924624	102.6536418	168.7142474	92.17905037	59.00695066	10.52680701	13.14823279	32.61229353	22.05281623	10.854238581	2.01234136865
1418036_at	Prim2			"DNA primase, p58 subunit"	0.000599940005999	16.76502814	8.933218193	11.19562372	17.51912724	23.50161508	37.18881828	27.81617223	24.19572058	23.74144762	20.74943287	21.01802202	17.92701025	2.0712390748	1.53338203942
1451844_at	Prlr			prolactin receptor	0.000699930006999	6.135530118	6.131376514	6.164667146	5.728137008	18.10995429	12.67631052	7.089500578	17.59043189	6.177199821	8.286604113	6.175110701	6.168843302	2.29581379385	1.10960591269
