Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1433445_x_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.002299770023	24826.78796	20401.81665	19616.36353	27000.52801	41247.81278	42667.79689	35253.2831	44496.67763	21449.70224	29845.58683	25131.1662	31634.69355	1.78196620695	1.17655359653
1433446_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000899910008999	7930.13659	5183.964057	4930.711067	7242.489638	15024.19424	17891.04455	12565.5831	20990.07935	5205.063324	9995.825495	8125.720355	9191.088407	2.62862771771	1.28592992698
1418069_at	Apoc2			apolipoprotein C-II	0.002199780022	8765.738952	8885.20902	7908.673388	7411.089846	17460.41223	15967.93353	10566.35379	10036.50953	9354.274177	9316.355651	9874.760209	7441.253745	1.63876383322	1.09147308219
1423418_at	Fdps			farnesyl diphosphate synthetase	0.000599940005999	7983.966766	7232.6569	6420.366771	6731.909189	13591.99871	13500.26401	10753.95709	16384.0	5149.012296	6668.423431	6650.375102	6282.79155	1.91160815276	0.872455495465
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	0.001299870013	8258.820273	1847.757866	2092.84536	7686.973609	17507.67636	15583.48192	21683.34933	18258.11239	715.3086116	531.7808445	1835.299757	7154.771612	3.67249128152	0.514782077895
1421041_s_at	Gsta1 /// Gsta2			"glutathione S-transferase, alpha 1 (Ya) /// glutathione S-transferase, alpha 2 (Yc2)"	0.00299970003	3293.829128	1609.436565	2655.927408	3338.721406	8706.577496	14290.11593	13536.90212	15838.74054	2553.676393	4073.886298	6954.205574	5745.751965	4.80572095261	1.77350631789
1435630_s_at	Acat2			acetyl-Coenzyme A acetyltransferase 2	0.002699730027	4670.787192	3997.382744	3284.914261	4029.988482	9982.323894	10050.08442	7242.489638	11230.07545	3154.181579	3384.225531	3448.970324	3997.382744	2.40910957332	0.874973195634
1420641_a_at	Sqrdl			sulfide quinone reductase-like (yeast)	0.002699730027	4595.544204	4365.103057	3781.571024	4773.064114	6215.091863	7291.652031	6499.080939	6455.217542	3986.591315	5247.519837	4838.117191	5261.760984	1.51074026511	1.10383543277
1420654_a_at	Gbe1			"glucan (1,4-alpha-), branching enzyme 1"	0.002199780022	3289.357274	3631.047279	3171.302978	4877.580608	6131.524054	6786.819835	6402.989816	7491.765359	4773.064114	4202.726913	4924.051037	4466.719673	1.79120735836	1.22694957612
1417761_at	Apoa4			apolipoprotein A-IV	0.001399860014	701.8787425	1025.385012	702.8295307	1063.563163	8706.577496	6578.714549	3249.54047	5428.16929	1680.69241	2335.393596	1942.676549	752.0516825	6.85900349971	1.92085694086
1436339_at	1810058I24Rik			RIKEN cDNA 1810058I24 gene	0.00199980002	1852.772462	1921.743402	2087.180999	2188.459545	2452.045441	2699.431701	3356.844517	2799.920211	2017.733609	2233.359836	2164.892991	2419.058596	1.4047232497	1.09749979804
1417629_at	Prodh			proline dehydrogenase	0.001699830017	1901.048996	1607.262661	1676.155173	1961.171519	2512.521106	3675.564186	2294.652541	2419.058596	1715.17492	2245.482868	2127.126327	2025.945992	1.52565745656	1.13548009439
1427893_a_at	Pmvk			phosphomevalonate kinase	0.002499750025	1607.262661	1547.474585	1178.821857	1626.967819	3258.336752	2923.883269	2659.519685	3895.87048	1037.956308	1103.155155	1417.123719	1607.262661	2.13699398605	0.866617651526
1426775_s_at	Scamp1			secretory carrier membrane protein 1	0.002499750025	1420.969625	1080.984409	1039.360196	1219.395152	1696.704959	1635.799259	1622.564372	1473.866359	1252.869122	1432.56015	1280.303384	1271.6624	1.35041533375	1.10012912693
1452771_s_at	Acsl3			acyl-CoA synthetase long-chain family member 3	0.001899810019	713.3745808	712.4095273	681.28234	1158.249224	1710.532737	2067.497687	1771.824505	2236.380569	1006.135573	877.553943	1103.155155	1290.737579	2.38452764752	1.31000573285
1451371_at	Mrap			melanocortin 2 receptor accessory protein	0.001799820018	902.8603214	1032.352534	1060.684591	976.6115297	1835.299757	1825.37859	1295.991014	1317.219446	995.2974934	908.9927642	897.9846663	802.5447338	1.57932652758	0.907441538682
1419430_at	Cyp26a1			"cytochrome P450, family 26, subfamily a, polypeptide 1"	0.001199880012	841.4868988	561.3718844	584.6405151	732.9535693	1587.796163	2059.116869	1308.338377	1344.244637	774.7870337	840.3485348	1136.506327	979.2592224	2.3156056556	1.3714264865
1426265_x_at	Dlat			dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	0.001099890011	890.71989	781.1062532	777.9404967	946.6707916	1800.834643	1467.891887	1282.035059	1134.97122	733.9464525	613.8400639	645.3705791	826.8065456	1.67402842645	0.830271040752
1426264_at	Dlat			dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	0.002599740026	791.7526606	759.2120077	728.9954501	927.6405013	1810.622409	1500.034534	1244.413297	1015.715748	620.524344	584.6405151	602.3152597	833.55004	1.73674551432	0.823366270283
1424669_at	Zfyve21			"zinc finger, FYVE domain containing 21"	0.00199980002	746.9780294	685.9097723	622.2066483	780.0495722	1273.382388	1310.107972	975.290369	781.1062532	608.8740429	573.6643281	676.6865954	690.5686352	1.53074656815	0.899352407368
1427213_at	Pfkfb1			"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	0.002499750025	540.4903313	813.4833457	761.270836	730.9718306	879.9330806	980.5857594	1172.449444	1297.752903	628.1311472	493.623066	642.7549476	695.2586603	1.52157132986	0.864223770843
1424358_at	Ube2e2			"ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)"	0.002899710029	625.5853857	521.0908095	597.4424754	633.2542306	946.6707916	1067.891975	883.5138865	944.1112105	570.5660122	585.4324885	541.9556554	502.3872359	1.6161485906	0.925534816557
1428894_at	1300018J18Rik			RIKEN cDNA 1300018J18 gene	0.002299770023	656.8294482	624.7386604	526.7651164	626.4328244	752.0516825	726.040391	774.7870337	747.9899106	521.0908095	587.0200622	602.3152597	546.3758851	1.23250815763	0.92690713223
1433448_at	Slc25a44			"solute carrier family 25, member 44"	0.001199880012	368.466845	476.5500725	478.4896803	531.061083	573.6643281	619.6848983	614.671592	675.7711734	387.3935169	332.4406519	425.9012046	342.9548862	1.33928355245	0.80271551964
1416125_at	Fkbp5			FK506 binding protein 5	0.001199880012	292.3202576	383.7396422	274.2996555	229.5672449	715.3086116	503.7496077	490.9570467	923.8808541	448.9923332	448.9923332	318.7775013	351.8908035	2.23225383105	1.32944939545
1440840_at	D630004K10Rik			RIKEN cDNA D630004K10 gene	0.001199880012	243.6575303	163.2100402	198.6092492	296.3047615	581.4833208	933.941257	599.8741278	730.9718306	219.6856767	380.1204942	306.0901904	395.3407886	3.15627486249	1.44296266083
1426959_at	Bdh1			"3-hydroxybutyrate dehydrogenase, type 1"	0.001499850015	289.9555615	263.0262541	302.792991	311.1033242	512.0	699.9810231	450.8194657	441.1593342	299.9370639	354.7608505	384.259735	325.7578196	1.80306731908	1.1695441306
1437704_at	Mblac2			metallo-beta-lactamase domain containing 2	0.002299770023	327.5267659	331.5418085	246.9785604	347.6293302	398.0260376	362.038672	425.9012046	362.5291015	253.9289371	228.3275286	303.6138934	280.6859422	1.23516318518	0.850742859961
1417280_at	Slc17a1			"solute carrier family 17 (sodium phosphate), member 1"	0.003099690031	141.7751625	216.8783151	225.2572921	266.2506062	332.4406519	407.2926586	419.0382124	461.315194	247.3131257	337.4284949	263.3825582	266.9724386	1.90562258275	1.31162935533
1455339_at	Fkbp15			FK506 binding protein 15	0.001899810019	247.9837885	234.1183166	253.2423714	190.317709	336.0606933	458.2032877	387.918293	385.3015021	253.7572093	244.3181106	292.7162443	290.3483449	1.69336481565	1.16796378424
1456081_a_at	Aacs			acetoacetyl-CoA synthetase	0.002299770023	131.6021273	268.0588581	168.600032	351.8908035	441.1593342	435.8167998	377.5560434	713.3745808	125.3420775	123.3222238	162.7687576	241.1961385	2.13867615485	0.709262517963
