Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1418004_a_at	Tmem176b			transmembrane protein 176B	0.000499950005	3838.295315	4558.36268	4019.10903	3859.130191	5340.688408	5630.237245	4851.247267	4910.723915	6534.358983	7532.484063	6334.038846	5428.16929	1.2739187572	1.58704849801
1437208_at	10-Sep			septin 10	0.000599940005999	330.6453953	279.5481525	325.7578196	345.2843176	427.6343699	331.990926	394.2718776	390.0247861	507.1708438	479.1378583	486.3263665	479.7869143	1.20502572452	1.52385857322
1416614_at	Eid1			EP300 interacting inhibitor of differentiation 1	0.000499950005	178.1023818	140.4379469	150.8849394	163.6525191	228.1729564	183.8596386	179.9199057	179.0693981	249.6679806	213.0948623	253.2423714	291.1355087	1.21789441106	1.59086409816
1445583_x_at	---			---	0.000199980002	77.67061585	116.5058026	68.48214569	115.8765639	162.2187756	150.1716843	117.9340088	159.6046639	391.6119557	336.0606933	230.657597	163.4311299	1.55845280636	2.9634274148
1437863_at	Bche			butyrylcholinesterase	0.000399960004	137.8945855	103.841693	74.57928186	130.6258849	159.3887506	141.6791842	166.107914	174.8767883	183.2383923	194.6167401	168.8284232	197.804303	1.43654754758	1.66573913987
1451456_at	Hjurp			Holliday junction recognition protein	0.000399960004	110.0661472	59.85168671	62.33255739	81.4394549	116.8216616	118.5743377	116.9799121	84.87260184	157.9923616	215.2694823	238.7594458	249.4991344	1.39388800287	2.74640838566
1457760_at	A930004J17Rik			RIKEN cDNA A930004J17 gene	0.000399960004	76.31559526	68.02018383	99.43914592	92.30391917	111.9445902	137.9879044	118.7350447	114.0093235	137.9879044	157.1390573	169.6302903	173.5795285	1.43620126991	1.8993661504
1438012_at	Ppm1l			protein phosphatase 1 (formerly 2C)-like	0.000199980002	92.36644899	70.83959211	88.45041458	80.61676575	99.6413042	102.4453719	96.06493375	92.67960562	139.3017913	136.4091869	139.868764	106.4753011	1.17623446689	1.57116195236
1423162_s_at	Spred1			"sprouty protein with EVH-1 domain 1, related sequence"	0.000699930006999	32.5902158	34.21791619	34.40370417	34.40370417	34.4969761	34.40370417	34.73128779	34.4969761	74.07619039	106.981016	99.37189692	64.43470328	1.01853330248	2.54295197844
1442222_at	Ifnar1			interferon (alpha and beta) receptor 1	0.000699930006999	36.88795741	38.18364703	36.96295007	36.07311241	45.13247528	41.27476225	37.46675173	43.39488212	54.99581754	70.21897344	65.49001244	50.70524206	1.12937348119	1.62996319164
1424117_at	BC056474			cDNA sequence BC056474	0.000199980002	26.45715448	32.81157633	30.95601803	28.94954965	43.74881394	38.26127381	43.04381365	35.08574278	48.88527285	54.69882738	91.06274225	56.77358739	1.34374312422	2.10968667788
1441548_at	Frmd4b			FERM domain containing 4B	0.001099890011	7.786300369	6.042790812	7.511911155	9.073385779	16.43914088	10.84872053	11.32520296	10.93350454	19.5495433	30.3953979	35.70868249	13.35905452	1.62905032719	3.25545520875
