Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1436519_a_at	1110057K04Rik			RIKEN cDNA 1110057K04 gene	0.001199880012	893.1347219	1109.143256	1028.167785	885.9097962	759.2120077	827.9265651	793.8997325	709.5217009	745.9675171	728.9954501	690.5686352	645.3705791	0.789141833412	0.717734163582
1451012_a_at	Csda			cold shock domain protein A	0.001399860014	987.246132	826.8065456	776.8880983	697.1440602	553.8229389	539.7591557	458.823985	410.0590876	598.2517908	481.7393625	559.8536753	678.5211613	0.596841403134	0.705080953036
1424654_at	Acp2			"acid phosphatase 2, lysosomal"	0.00299970003	584.6405151	453.2675279	455.7285678	439.9665403	288.7801964	387.918293	350.9393713	349.9905115	408.9500982	434.6384509	409.5040756	310.6824634	0.712466966873	0.808736315521
1435701_at	---			---	0.001399860014	361.0598023	284.1267786	286.4439388	303.2031644	255.4806118	214.1069772	231.5963972	188.9057755	257.0417682	253.0709325	237.9526976	261.2517698	0.720817526409	0.817370939177
1430785_at	Sdr9c7			"4short chain dehydrogenase/reductase family 9C, member 7"	0.003099690031	243.3279103	315.7708092	319.2093278	244.3181106	97.96931175	95.74033838	193.1730467	171.9423358	195.012393	176.3030961	181.1419647	183.3625243	0.497783726753	0.655445245883
1438218_at	Zbtb24			zinc finger and BTB domain containing 24	0.002699730027	210.6567012	229.7227616	205.1682956	228.018647	183.4866131	178.2229109	185.9876479	125.4269015	190.8336796	156.9264794	195.8059778	200.0935704	0.770547114952	0.851291559065
1451418_a_at	Spsb4			splA/ryanodine receptor domain and SOCS box containing 4	0.001299870013	275.0435003	207.4024318	210.6567012	206.9816413	107.5618751	116.1907976	174.286015	174.7585221	178.1023818	190.9628245	185.1084572	153.148667	0.636381754425	0.78584011571
1454373_x_at	Ubc			ubiquitin C	0.002099790021	204.8907438	214.9782656	312.7926928	338.8016287	174.9952558	152.9414874	194.090541	130.0964694	131.335125	156.6082061	95.93491055	63.22494624	0.608629091443	0.417282771137
1429971_at	Txnrd2			thioredoxin reductase 2	0.00199980002	185.9876479	216.8783151	185.4846513	222.5293779	131.6021273	149.7656544	179.1907058	182.6192451	129.8325218	130.3608632	114.8613808	167.0098057	0.793184859396	0.668489266863
1430034_at	Cct4			"chaperonin containing Tcp1, subunit 4 (delta)"	0.002399760024	64.56565331	63.31059284	66.69792619	72.04857543	55.36936226	52.6641753	51.3268209	52.77124078	49.15073208	48.95149446	53.20160998	48.9183894	0.795624533219	0.750957026715
1423259_at	Id4 /// LOC100045546			inhibitor of DNA binding 4 /// similar to Id4	0.001699830017	31.80564635	32.19554128	33.37155482	29.10673275	16.30614676	14.62743599	21.43468038	21.33335552	23.64522557	21.20378629	22.32315443	26.08372483	0.582716037788	0.737320351563
