Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	Pvalue	CON1	CON2	CON3	CON4	CON5	BNF1	BNF2	BNF3	BNF4	BNF5	D3T1	D3T2	D3T3	D3T4	D3T5	OLT1	OLT2	OLT3	OLT4	OLT5	BNF(fold-change)	D3T(fold-change)	OLT(fold-change)
1370244_at	Ctsl	Rn.1294	AI176595	cathepsin L=chr17p14	0.00497512437811	20509.73996	18174.29083	17617.34548	17419.38018	17767.08807	22056.5826	20110.56606	20034.57951	22703.01402	23389.92556	14644.21896	9926.384408	13126.25214	13918.91601	15228.32094	9799.267936	16489.20668	11225.59675	15462.0586	17445.95097	1.18370553288	0.730633591913	0.769742486616
1367586_at	Ldha	Rn.107896 /// rn.107896	NM_017025	lactate dehydrogenase A /// lactate dehydrogenase A=chr1q22	0.00497512437811	6373.271521	7224.443372	8734.43695	5704.784366	5406.887674	7834.886283	12158.33167	6803.167855	7701.909096	8897.010255	4333.468403	3196.416031	3299.794967	3403.454459	4738.642212	3279.434307	4895.058242	3507.273981	5879.023991	5338.576531	1.29755811748	0.567272933214	0.684711387433
1370806_at	LOC312678	Rn.134218	AF465614	Similar to Retinoblastoma-binding protein 2 (RBBP-2)=chr4q42	0.00497512437811	4845.235186	2774.062198	3049.461867	4265.133164	3710.302143	8110.456871	5085.402042	8297.833593	8953.954365	4881.002482	2276.050259	2381.400639	1906.760065	1519.67983	1905.688641	782.1746764	2949.296026	2562.912483	3369.602415	2822.916363	1.8948874001	0.535801072174	0.669747460774
1367826_at	Nfe2l2	Rn.10867 /// rn.10867	NM_031789	nuclear factor, erythroid derived 2, like 2 /// nuclear factor, erythroid derived 2, like 2=chr3q23	0.00497512437811	3717.477487	3531.769442	3231.424188	3225.081269	2670.951548	7960.908084	5769.948993	4881.667133	6819.531762	5584.63296	1835.299362	974.8094124	1270.963268	1834.400821	1838.866755	1254.314777	2277.591581	1725.760935	2697.020683	3066.767838	1.89395186339	0.473498186793	0.672995973941
1398598_at	Dst_predicted	Rn.79807	BF549679	dystonin (predicted)=chr9q21	0.00497512437811	2580.199011	3020.144119	3223.904762	2871.515433	3178.337315	4361.569399	4329.984364	4569.538936	3752.391157	4069.282573	1331.660753	1543.407108	1983.911273	1273.777457	2296.934243	2166.752795	2117.429118	1473.225123	2381.290377	2248.563217	1.41741453411	0.566736170342	0.698345458418
1369973_at	Pdcd4	Rn.122017	NM_017154	Programmed cell death 4=chr1q55	0.00497512437811	2266.838665	2214.363772	2155.545709	2059.495716	2728.004483	2929.64187	3335.47289	3068.729125	2134.754808	2777.850342	1610.075125	1643.680353	1967.320018	1927.759497	2044.044699	1767.718958	1735.104597	1764.445178	1938.437628	2325.430021	1.24703600664	0.804681359717	0.834290020154
1388587_at	Ier3	Rn.23638	AI176519	immediate early response 3=chr20p12	0.00497512437811	1912.233866	1984.048215	1938.304601	2763.333801	1751.537147	2975.872354	2956.566456	3998.920099	4060.398079	2925.515041	1555.932447	1216.06275	1373.297455	1573.815754	1492.983225	1498.101855	1072.24033	737.5824139	1179.441167	2129.71508	1.63460469464	0.696856964764	0.639364987274
1368328_at	Gys2	Rn.2906	NM_013089	glycogen synthase 2=chr4q44	0.00497512437811	1231.052301	1885.261193	2159.438553	1143.668427	1506.14056	3130.139653	2910.290939	4618.928857	1659.159974	2033.004594	378.1083918	485.7519284	475.3162745	796.3994083	825.83956	857.7024646	628.403754	486.2874689	715.860356	709.6032657	1.81078966592	0.373653745179	0.428721360497
1372455_at	Tm4sf12	Rn.2146	AI410264	transmembrane 4 superfamily member 12=chr4q22	0.00497512437811	1824.915692	1445.27099	1399.062929	1196.489018	1530.488076	1864.466319	1881.637106	1998.350956	1716.574528	1498.829424	1229.263752	1127.132316	903.7722168	1329.103252	1140.715377	750.8495405	1048.77802	854.9195814	1139.913636	1134.349259	1.21140936999	0.774717588081	0.666395208461
1386908_at	Glrx1	Rn.1484	NM_022278	glutaredoxin 1 (thioltransferase)=chr2q11	0.00497512437811	1434.901231	1034.143546	1119.870923	1247.180646	1416.511472	2343.389772	2387.978761	2106.976649	2146.295376	2223.029965	720.8695666	773.4367598	878.9643464	939.4781655	917.9913498	726.8925777	1025.565955	819.0732749	1129.948841	1153.836059	1.79247937009	0.676636103087	0.776526666781
