Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	Pvalue	CON1	CON2	CON3	CON4	CON5	BNF1	BNF2	BNF3	BNF4	BNF5	D3T1	D3T2	D3T3	D3T4	D3T5	OLT1	OLT2	OLT3	OLT4	OLT5	BNF(fold-change)	D3T(fold-change)	OLT(fold-change)
1368092_at	Fah	Rn.9195	NM_017181	fumarylacetoacetate hydrolase=chr1q31	0.00497512437811	5193.652488	5179.902581	5477.210987	4651.495708	5130.847711	4328.801197	4895.934867	5046.943848	4621.903587	4576.151405	6625.897728	8187.604615	8158.755831	6371.98692	7334.225201	8079.826004	5880.753321	6116.815306	5632.735921	5633.532223	0.9156023356	1.43090210459	1.22278035779
1367854_at	Acly	Rn.29771 /// rn.29771	NM_016987	ATP citrate lyase /// ATP citrate lyase=chr10q32.1	0.00497512437811	3162.418709	2023.837877	2645.293362	2319.755421	3531.141626	1097.024112	1471.431759	1313.083076	1982.536896	1794.759464	9248.335437	8864.594297	4829.040072	6801.294654	4447.941444	6940.441192	3746.820608	3639.369429	2797.519089	3149.856895	0.559756256304	2.49891016691	1.48175302418
1371309_at	Tegt	Rn.107678	BI276999	testis enhanced gene transcript=chr7q36	0.00497512437811	3564.03683	2321.997172	2408.470253	2320.42543	2465.633768	1783.073527	2391.758997	2062.116121	2117.812851	2301.047692	3837.28193	3826.00446	4224.808313	3688.956496	3449.540444	4002.244306	3198.44939	2639.755089	2856.381096	3333.715582	0.814629218863	1.45456972946	1.22552407781
1367708_a_at	Fasn	Rn.9486	AI179334	fatty acid synthase=---	0.00497512437811	1387.565538	887.2352242	1037.633351	1076.823086	1632.478074	224.6884389	640.6862178	342.4745485	680.9482912	507.9690047	6191.088255	6199.854487	3051.854042	4963.802193	2493.697719	4659.120311	1897.722421	1615.141492	1295.367241	1690.383412	0.398019240694	3.80293979344	1.85291022783
1390662_at	LOC500084	Rn.20976	AW435169	Ab2-427=chr4q22	0.00497512437811	1837.149148	1470.104607	1670.000582	1485.622361	1994.194567	1290.767703	803.7750271	1183.821682	1297.574277	1396.64662	2416.088608	2520.818898	3420.230474	2674.544347	2711.172419	1737.027068	2583.387582	2025.617221	2326.695744	2280.673531	0.706223835883	1.62501347279	1.29517664009
1371598_at	---	Rn.199096	BI278598	Transcribed locus=---	0.00497512437811	1919.50497	1622.309889	1718.95551	1694.244696	1576.058915	1171.559532	1026.156607	1253.718363	1375.303338	1465.463276	2717.300211	2315.144617	2198.199134	2329.718631	2351.476991	1644.583621	2302.30158	1808.436568	2055.131053	2141.891329	0.737562601233	1.39628839369	1.1665992083
1368674_at	Pygl	Rn.21399	NM_022268	liver glycogen phosphorylase=chr6q24	0.00497512437811	1235.265043	1081.495757	1362.562971	1318.992659	1176.839907	1028.886181	942.890798	968.7542021	1246.369414	1112.774153	2562.713757	2088.850476	2139.113667	2310.720853	1903.696662	1868.219417	1858.097885	1837.137852	1774.238967	2108.998524	0.858225194453	1.78215656648	1.52979003761
1372536_at	Cabc1	Rn.160865 /// rn.160865	AI105042	chaperone, ABC1 activity of bc1 complex like (S. pombe) /// chaperone, ABC1 activity of bc1 complex like (S. pombe)=chr13q26	0.00497512437811	1639.963465	1051.611938	1235.316546	966.4956942	1295.996647	518.9028462	560.8458988	527.7723212	885.9727414	1335.119962	1936.134712	2673.682407	2708.62728	1916.59154	1851.466204	1829.646891	1972.86047	1237.783731	1779.255993	1524.395205	0.61857748527	1.79121244104	1.34810538477
1367707_at	Fasn	Rn.9486 /// rn.9486	NM_017332	fatty acid synthase /// fatty acid synthase=---	0.00497512437811	798.1152581	484.2860416	496.2213412	590.2057787	881.8146004	70.1806792	190.2827811	150.5007751	241.284323	186.8489498	3737.598642	3746.424208	1499.515355	3481.773044	1521.55169	2928.778982	945.6789476	906.1805856	520.5878843	864.3399091	0.258132776511	4.3027988164	1.89672205489
1373312_at	---	Rn.128152	BI295064	Transcribed locus, moderately similar to NP_064383.1 brain protein 17 isoform 1 [Mus musculus]=---	0.00497512437811	929.2044796	538.4983582	608.0489534	537.2330529	707.3095322	480.9311848	526.9410495	340.242057	504.7687996	752.6054466	1395.65287	1565.711566	1686.853934	1228.702832	1433.615972	880.7874375	1199.872537	978.8328721	1283.349497	935.2213364	0.784716125202	2.2017738024	1.58963726761
1370893_at	Acaca	Rn.163753 /// rn.163753	BI296153	acetyl-coenzyme A carboxylase alpha /// acetyl-coenzyme A carboxylase alpha=chr10q26	0.00497512437811	736.7721161	518.8203683	544.6932516	634.0481621	762.1540807	214.8151934	336.7989296	321.3014401	300.4108767	282.1095039	1630.886119	1999.895248	1342.641281	2003.746549	1070.368901	1695.930449	790.5373692	892.9180377	560.4604093	817.9135703	0.455323452912	2.51761875889	1.48843351424
1394479_at	LOC688283	unknown734	BI288580	similar to kynurenine formamidase=---	0.00497512437811	429.9620855	449.1110439	510.1908546	488.9638813	916.3957858	325.687815	354.6364088	412.3545093	374.0099168	230.4249407	1419.274116	1940.456639	1991.291109	764.9103469	932.4171868	1799.5252	793.8638506	643.0406208	526.0070968	701.9030084	0.607278046163	2.52211040829	1.597474413
1384628_at	RGD1309288	Rn.34836	AI549292	similar to RIKEN cDNA 0610009A07=chr1p11	0.00497512437811	734.5390072	574.0662495	535.2451208	598.9499911	717.3351985	270.0397724	228.5482223	365.5977023	507.9642821	520.5722333	1292.979441	877.2186869	1405.145772	1425.425418	967.8525548	1024.158095	794.3937257	720.0804448	828.2129536	902.9167178	0.598937030457	1.88872336201	1.35113252145
1377379_at	Irf6_predicted	Rn.12385	BF410603	interferon regulatory factor 6 (predicted)=chr13q27	0.00497512437811	528.5907014	625.9168358	591.3199117	524.4603563	559.3512412	284.3984928	182.6534508	345.7722378	298.1281481	499.0476569	808.6794331	929.7493603	1296.742958	990.2827057	740.4971768	652.2220696	781.5157201	552.5672831	791.3772434	622.2442347	0.568977159277	1.6842966738	1.20154072486
1387263_at	Pklr	Rn.48821	NM_012624	pyruvate kinase, liver and red blood cell=chr2q34	0.00497512437811	461.6447652	596.6080662	430.5667867	446.1022517	502.6204264	204.232405	150.1446692	354.5037283	373.307805	328.7340637	1445.080323	814.8490285	630.006589	1478.301713	875.6452784	867.9683288	553.2217641	691.0228846	512.6879726	750.0017174	0.578830026211	2.15129925748	1.3845514282
1383348_at	---	Rn.18381	BF545309	Transcribed locus=---	0.00497512437811	724.5937291	373.6935677	242.8335432	378.6015817	331.9494515	270.5074166	234.9380647	347.8748545	268.7556971	189.4623535	835.3969783	925.2688366	1229.992642	962.9950453	923.6473242	749.5233027	542.9115477	395.305396	443.7548173	478.437863	0.639253480799	2.37723238794	1.27210055409
1376813_at	Oact5	Rn.19543	BI295955	O-acyltransferase (membrane bound) domain containing 5=chr4q42	0.00497512437811	470.2305458	517.7167876	390.4353083	462.846276	386.8664304	304.0523159	343.9431271	405.6339283	418.925204	366.8950995	673.4545279	705.2339952	830.8922325	701.4926998	804.5412942	710.4462757	640.5043738	433.681789	555.1762432	503.2073031	0.825570448037	1.66761927526	1.27598488423
