Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	Pvalue	CON1	CON2	CON3	CON4	CON5	BNF1	BNF2	BNF3	BNF4	BNF5	D3T1	D3T2	D3T3	D3T4	D3T5	OLT1	OLT2	OLT3	OLT4	OLT5	BNF(fold-change)	D3T(fold-change)	OLT(fold-change)
1371237_a_at	Mt1a	Rn.54397 /// rn.54397	AF411318	metallothionein 1a /// metallothionein 1a=chr19p12	0.00497512437811	27659.72246	41773.82475	35895.27027	31936.05389	34112.36406	34825.93606	37543.07657	35562.0093	27631.51376	38304.08133	1541.496673	1477.052807	1134.206245	2526.049194	15947.70518	2766.721666	16409.03025	16569.92302	14838.17613	12438.43115	1.01452574249	0.132027512535	0.367740103042
1393245_at	Phyh	Rn.7279	AI029057	Phytanoyl-CoA hydroxylase=chr17q12.3	0.00497512437811	28809.12974	25842.51948	23358.71498	25846.60658	29174.09252	31096.39806	22205.64582	24341.177	27011.15668	19487.83483	6484.544221	6838.182874	6517.149569	6557.818465	8726.050091	6978.944193	10293.35244	11260.38512	10662.50228	12513.00384	0.9331821404	0.264026644219	0.388692584952
1387271_at	Phyh	Rn.7279	NM_053674	phytanoyl-CoA hydroxylase=chr17q12.3	0.00497512437811	10824.12827	11969.28257	13510.44084	10901.90248	12339.40329	12455.74773	15368.67672	12081.23859	12015.91248	10715.17877	3644.565946	3172.290664	3158.706334	3151.785483	3707.265362	4434.826903	5705.319243	6851.947632	4454.752888	6612.158901	1.05192020598	0.282720115454	0.471222291931
1368435_at	Cyp8b1	Rn.23013 /// rn.23013	NM_031241	cytochrome P450, family 8, subfamily b, polypeptide 1 /// cytochrome P450, family 8, subfamily b, polypeptide 1=chr8q32	0.00497512437811	7906.381036	9569.774736	13500.165	6713.332067	7528.686394	11193.50271	11499.55951	10422.00391	11686.18708	11185.70812	2249.550112	2090.2906	2642.869456	1851.119876	4448.89693	5166.278278	3476.533341	5349.788791	6881.876849	3662.904013	1.23814722698	0.293746457727	0.542642248437
1367754_s_at	Asl /// Hnrpab	Rn.64591	NM_031330	argininosuccinate lyase /// heterogeneous nuclear ribonucleoprotein A/B=chr12q13 /// chr10q22	0.00497512437811	7642.963631	8884.238576	9402.483994	7869.522857	8488.628722	8260.917968	7155.437877	9511.336615	8364.345557	8677.587668	3045.830726	3878.754795	3915.051744	3991.998989	5762.281957	6942.419172	5777.674849	7107.630709	5916.030357	5653.109395	0.992475091854	0.486993880324	0.742456132313
1367735_at	Acadl	Rn.174 /// rn.174	NM_012819	acetyl-Coenzyme A dehydrogenase, long-chain /// acetyl-Coenzyme A dehydrogenase, long-chain=chr9q32	0.00497512437811	7989.803407	7308.808914	8885.397234	8326.184891	7635.28244	6570.016553	6252.702236	8236.290212	7838.361254	7717.166301	4587.423613	3736.647974	4851.635868	4014.083883	4428.40029	4324.699632	5305.293349	5038.858926	5401.013653	6283.356145	0.912046372247	0.538496321501	0.656443110138
1368916_at	Asl	Rn.64591	NM_021577	argininosuccinate lyase=chr12q13	0.00497512437811	7579.372938	7689.382441	7315.827638	7134.8119	6661.787316	7412.207788	6373.49192	8877.95918	7550.433645	7333.938638	2806.537168	2501.890078	3110.754183	3545.200681	4612.569743	4683.718063	4200.057228	5444.661641	5034.198227	5088.749009	1.03207287027	0.45564632141	0.67208877412
1398819_at	Dnaja1	Rn.64562	NM_022934	DnaJ (Hsp40) homolog, subfamily A, member 1=chr5q22	0.00497512437811	5196.796354	5840.966641	6358.095055	6614.895545	6799.532819	6209.741424	5066.441056	6785.292155	7061.651113	6641.339525	3825.381878	3076.871931	3293.318186	4221.439346	3851.633218	3507.813814	4332.034629	4605.193943	5290.149653	4803.986395	1.03096949007	0.592939783601	0.731547189505
1383003_at	Lect2_predicted	Rn.23016	AA924735	leukocyte cell-derived chemotaxin 2 (predicted)=chr17p14	0.00497512437811	6291.491471	6080.724958	7724.252177	5856.224843	6400.460977	5761.221219	5976.27649	6654.659804	5908.126947	6223.22568	2191.911022	2365.782879	3347.084017	1935.658163	5017.623931	3375.201363	4915.2934	4245.788703	5292.516586	4982.920323	0.943447731188	0.459246100592	0.705084891403
1388271_at	LOC682651 /// LOC689415	Rn.115549 /// rn.115549	BM383531	similar to Metallothionein-2 (MT-2) (Metallothionein-II) (MT-II) /// similar to Metallothionein-2 (MT-2) (Metallothionein-II) (MT-II) /// similar to Metallothionein-2 (MT-2) (Metallothionein-II) (MT-II) /// similar to Metallothionein-2 (MT-2) (Metallothionein-II) (MT-II)=chr19p12	0.00497512437811	5284.754982	10341.05065	8248.992674	7060.73179	8012.86847	7078.834054	12576.21468	8549.95102	5551.620017	8043.497556	113.5584752	127.3424047	125.7517619	260.0002849	3281.823418	415.2418824	3466.894333	5003.810331	1948.790243	1865.263533	1.07321786944	0.100350116785	0.326072464851
1387109_at	Por	Rn.11359 /// rn.11359	NM_031576	P450 (cytochrome) oxidoreductase /// P450 (cytochrome) oxidoreductase=chr12q12	0.00497512437811	3931.068533	4568.570142	5272.896634	5289.130513	8203.838978	4419.44209	3455.025756	6719.599998	3220.679086	3391.369233	1097.850992	1210.515754	1407.332014	1686.168024	1901.507877	3041.602273	1877.470924	2718.666178	2172.304395	2353.000073	0.777763563101	0.267861340348	0.446096411279
1373108_at	Ppp1r3c	Rn.162528 /// rn.162528	BM390827	protein phosphatase 1, regulatory (inhibitor) subunit 3C /// protein phosphatase 1, regulatory (inhibitor) subunit 3C=chr1q53	0.00497512437811	8280.978473	4673.734415	3965.081707	3169.531015	3261.215971	4336.309302	3359.028661	2473.021145	3394.730732	3065.008034	1836.405484	1220.611709	1552.346831	2224.050112	1553.962787	1946.997006	3147.758141	1886.792649	2948.871456	2017.920427	0.712107589296	0.359194106651	0.51169432784
1368852_at	Dnaja1	Rn.64562	BG668811	DnaJ (Hsp40) homolog, subfamily A, member 1=chr5q22	0.00497512437811	3007.647675	3898.720781	3429.262863	3808.556202	4286.965971	3627.988708	2772.48673	3995.523155	4203.466412	4021.626095	2064.994266	1240.233114	1454.83184	1984.047156	1839.243592	2115.047546	2107.249522	2383.226359	3101.602612	2448.82418	1.01030524802	0.465697926705	0.659532797243
1371534_at	Slc25a22	Rn.98367 /// rn.98367	AI407908	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 /// solute carrier family 25 (mitochondrial carrier, glutamate), member 22=chr1q41	0.00497512437811	2735.708105	3340.6301	3472.56061	3674.836989	3217.33242	3334.342318	3581.163843	3630.99513	2947.520394	2748.897619	1329.105398	1218.877776	1481.915406	1452.936423	1727.688117	1945.537577	2040.142698	2265.43239	1845.045667	1750.391922	0.987947929094	0.43856779996	0.598899665146
1371332_at	LOC684681	unknown53	AA848821	similar to Histone H1.2 (H1 VAR.1) (H1c)=---	0.00497512437811	2570.714839	2114.869518	2303.221012	1807.337283	3729.69303	2479.19341	3547.454144	2347.152199	2815.827362	2791.910696	378.0863687	196.0747515	229.6688385	285.4047683	584.1931623	204.8070907	899.2080058	1062.363831	1301.072878	819.2600157	1.11621596881	0.133598103295	0.342229606872
1374063_at	Sfrs3_predicted /// LOC680129 /// LOC682323	Rn.129569	AI579288	splicing factor, arginine/serine-rich 3 (SRp20) (predicted) /// similar to Splicing factor, arginine/serine-rich 3 (Pre-mRNA splicing factor SRP20) (X16 protein) /// similar to Splicing factor, arginine/serine-rich 3 (Pre-mRNA splicing factor SRP20) (X16 protein)=chr20p12 /// chr17p14	0.00497512437811	1672.279152	1021.773064	1112.698852	1180.589369	1357.621762	1336.628244	1430.686371	1222.68208	2086.213842	1372.947058	889.523817	588.1167476	493.4444176	627.6269648	762.5998029	531.3753622	1117.808418	1036.500157	942.1503959	937.094827	1.17402710392	0.529760721101	0.719457266557
1385620_at	Hsph1	Rn.37805	BF525282	heat shock 105kDa/110kDa protein 1=chr12p11	0.00497512437811	1299.092838	1207.194439	1064.180325	1019.383627	1262.068805	921.9913524	901.2522751	1186.540558	1711.148284	1394.438324	669.1331387	317.8364199	435.0933354	381.8339776	609.0027599	640.905371	754.3995007	757.1844552	934.2302244	1109.005973	1.04501954196	0.412326145518	0.71698271677
1372547_at	RGD1306583	Rn.15285	AI175034	similar to RIKEN cDNA 2410002O22 gene=chr2q13	0.00497512437811	1134.120037	939.8973242	1053.033042	928.5906505	1090.010729	975.6588532	936.8672964	989.5367516	938.2499877	1045.200837	790.296252	767.3759928	762.3732463	874.0336271	821.5464364	897.2755629	828.2970849	792.8803733	955.383528	889.6919675	0.949445071725	0.780392013331	0.8480030715
