Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	Pvalue	CON1	CON2	CON3	CON4	CON5	BNF1	BNF2	BNF3	BNF4	BNF5	D3T1	D3T2	D3T3	D3T4	D3T5	OLT1	OLT2	OLT3	OLT4	OLT5	BNF(fold-change)	D3T(fold-change)	OLT(fold-change)
1392172_at	Ccl9	Rn.145427	AI169984	chemokine (C-C motif) ligand 9=chr10q26	0.00497512437811	12484.26183	10735.17962	10207.57127	12018.26243	11005.90011	9732.518725	8729.191065	11183.19896	9835.210056	9262.202155	12854.05233	11840.72493	12342.08513	14484.59845	13717.11021	11600.3716	12169.85619	12243.99729	11977.71799	11195.53972	0.863442093747	1.1556636465	1.04847210917
1367613_at	Prdx1	Rn.2845 /// rn.2845	NM_057114	peroxiredoxin 1 /// peroxiredoxin 1=chr5q36	0.00497512437811	11394.37735	8934.257805	10147.54192	8983.031827	10251.8678	8442.311226	8452.000692	8851.311991	8827.730982	8912.479575	11297.72235	10813.15766	11305.34376	11514.76318	10587.75019	11297.92932	10362.13296	9091.387969	10183.50028	10186.36212	0.87477152681	1.1168282971	1.0283686462
1387121_a_at	Ndrg2	Rn.3407	NM_133583	N-myc downstream regulated gene 2=chr15p14	0.00497512437811	7427.29286	5613.353693	6610.833343	6352.567436	6453.872896	3682.742803	3681.7294	4694.872359	4136.736044	4822.588907	7317.345225	7605.467256	9694.697111	8177.379727	8152.141343	7267.507249	6729.749643	5712.125811	6963.86553	6550.175245	0.647566737652	1.26154203271	1.02358448245
1387949_at	Cyp2c70	Rn.88025 /// rn.88025	M58041	cytochrome P450, family 2, subfamily c, polypeptide 70 /// cytochrome P450, family 2, subfamily c, polypeptide 70=chr1q53	0.00497512437811	3652.897887	3126.928054	3626.561552	6235.5407	5247.572142	1544.032581	1385.995521	803.1967754	1582.010577	1308.856104	10010.32907	8695.398556	13744.5353	9339.192763	7072.270644	5061.64973	6525.455115	4450.086735	6715.662346	6021.431081	0.302615018937	2.23219925468	1.31452452393
1384510_at	---	Rn.199264	BI288603	Transcribed locus=---	0.00497512437811	4010.052252	3917.832653	2180.768813	3906.962763	3896.638148	1859.08544	1284.857716	2517.889875	1772.384586	1840.524808	5752.381525	6228.874587	6132.156791	5823.558824	4988.067663	4924.709296	4120.520776	3397.289859	3890.4069	4500.369898	0.5177875492	1.61481845748	1.16307506567
1370355_at	Scd1	Rn.1023 /// rn.1023	J02585	stearoyl-Coenzyme A desaturase 1 /// stearoyl-Coenzyme A desaturase 1=chr1q54	0.00497512437811	3319.911228	1849.057534	760.3984389	1343.923479	1450.614621	819.899581	446.9807799	285.2934465	977.0667137	1077.27272	11732.33288	10506.47321	7358.768785	12023.43182	2391.774946	8352.743324	2377.772529	2858.77894	692.7496708	2009.127938	0.4134058219	5.04507787773	1.86741738246
1367695_at	Qdpr	Rn.241	NM_022390	quinoid dihydropteridine reductase=chr14q21	0.00497512437811	3434.494789	2996.828833	2982.476489	3216.236632	3320.157464	2530.033426	2660.759244	2561.023827	2943.411	2903.889679	4739.126515	3536.781359	4097.443015	3838.543947	3418.351553	3609.682047	2803.096682	3126.165886	3243.173162	3793.493368	0.852598846103	1.23072146547	1.03921061586
1375146_at	RGD1306193	Rn.55537	BI282168	similar to RIKEN cDNA 3010027G13=chr10q32.1	0.00497512437811	3369.623295	2795.534356	2961.934948	2654.318925	2826.985151	2312.700531	2351.952079	2606.304497	2357.479826	2580.648347	4406.606477	4463.839593	4780.56185	4068.051957	3665.394002	4267.335574	3130.312644	2411.933407	3395.475318	3010.601433	0.83575806104	1.46384674203	1.11002314195
1386944_a_at	G6pc	Rn.10992	NM_013098	glucose-6-phosphatase, catalytic=chr10q32.1	0.00497512437811	2103.404074	1671.60685	1678.292405	3629.434211	3411.901306	637.3213593	910.1590704	432.5852096	396.1346625	775.5342197	4499.671296	3757.790729	3398.315351	3167.766344	4162.947734	3366.806331	3998.222626	2192.127004	2860.13403	2811.863761	0.252246948499	1.51957104867	1.21885505773
1368280_at	Ctsc	Rn.122504	NM_017097	cathepsin C=chr1q32	0.00497512437811	2633.125611	2042.235663	1733.157272	2292.639715	2100.709696	1655.249535	1618.2274	1630.912391	1867.11031	1882.154821	4053.75547	2731.76711	2943.528478	3137.815716	3120.866349	2226.450605	2532.499713	1923.335943	2696.165647	3228.009122	0.801125739682	1.48008966474	1.16706305615
1367892_at	Pdk2	Rn.88597	NM_030872	pyruvate dehydrogenase kinase, isoenzyme 2=chr10q31	0.00497512437811	2435.021255	2335.562553	2285.546285	2992.783621	2639.971373	1030.437852	837.1735517	1677.291251	1086.228382	1129.515544	3844.388122	4051.351682	4009.888622	4178.621385	2623.504847	3396.230402	2249.629418	1882.816492	1486.464517	1848.987607	0.453991547815	1.47434187714	0.856192515064
1371388_at	Pdhb	Rn.102424	BM389223	pyruvate dehydrogenase (lipoamide) beta=chr15p14	0.00497512437811	2935.120361	1692.422012	1953.63644	1785.402381	2024.558394	1388.057204	1469.68757	1514.230524	1874.015565	1649.875721	3321.393017	2725.815047	2303.345125	3337.54992	2309.591824	2452.874983	2075.918357	1689.779423	1875.622896	2438.261321	0.759865317671	1.34707986689	1.01359979729
