Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1429318_a_at	LOC100046895 /// Qk			similar to Quaking protein /// quaking	0.000299970003	3078.239994	2452.045441	2197.366801	2522.747325	1993.295658	2023.195475	1921.743402	2257.687355	2792.361481	2492.192858	3171.302978	2606.069782	1696.704959	1701.297822	1733.857959	1624.770235	0.799570967085	1.07917033216	0.659157814756
1424716_at	Retsat			"retinol saturase (all trans retinol 13,14 reductase)"	0.000199980002	3218.873131	2769.769106	3000.069069	3128.6618	1346.062796	1475.859838	1722.155858	2519.33979	3167.019423	3329.685036	2799.920211	2609.594624	1288.994149	980.5857594	1446.198631	1290.737579	0.582916628894	0.982574291461	0.413168437961
1452378_at	Malat1			metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.000499950005	2303.992013	1942.676549	1757.489068	1850.269877	1229.34148	841.4868988	1600.747454	1004.774472	2239.42091	1916.555419	1990.589468	1658.093905	1560.096982	1594.258657	1434.49776	1624.770235	0.595377613535	0.993663725974	0.791098221794
1439399_a_at	Snhg1			small nucleolar RNA host gene (non-protein coding) 1	9.99900009999e-05	983.2442268	819.0081511	807.9952491	791.7526606	706.6460705	729.9829715	712.4095273	750.017787	797.1304336	1029.558435	805.8106149	799.291535	583.059781	537.5715582	531.061083	537.5715582	0.852162290188	1.00875682786	0.643522573581
1438195_at	Gpd1l			glycerol-3-phosphate dehydrogenase 1-like	0.000199980002	494.2917441	500.3511036	469.5060701	481.7393625	352.8450596	372.9837586	324.4375512	431.7061994	488.3057648	473.9765916	516.8751383	550.0870006	306.0901904	278.7923183	254.962454	279.9268377	0.761591805554	1.04283710213	0.575455339208
1417398_at	Rras2			related RAS viral (r-ras) oncogene homolog 2	9.99900009999e-05	409.5040756	339.2605806	337.4284949	331.0932985	281.4469102	272.0807353	270.6112487	256.0	309.8424491	358.1387962	329.3050897	323.9986519	237.1486754	229.2566862	224.9525639	232.0670683	0.762117562406	0.932263895752	0.651544360747
1437179_at	Rif1			Rap1 interacting factor 1 homolog (yeast)	0.000199980002	324.877045	332.4406519	304.0251789	338.8016287	272.4493049	272.8183738	256.3467861	287.9994008	300.7502236	323.1226337	340.1803504	315.7708092	232.2242785	220.7290953	204.8907438	183.1144713	0.838071354245	0.984370593015	0.646819323536
1435091_at	Zfp568			zinc finger protein 568	0.000499950005	235.0710393	337.4284949	314.0655736	304.4370214	181.1419647	194.2220246	223.8891803	257.7388131	258.7876572	282.5922323	255.4806118	279.1699796	188.1401566	133.0351805	139.9634188	146.4572701	0.719555374158	0.903466462837	0.510155281089
1448044_a_at	Gm10658			predicted gene 10658	0.000399960004	187.5044468	245.3125104	278.4151678	223.5863029	212.23106	162.1089574	182.6192451	174.286015	271.7126644	220.7290953	259.8407695	230.1897845	161.6706519	138.0813821	167.8030351	113.0869779	0.782232416131	1.05097662217	0.621128156731
1433628_at	Coq10a			coenzyme Q10 homolog A (yeast)	0.000499950005	206.5618476	118.0139013	112.6286461	123.8240721	93.81573434	115.1727816	108.365822	104.5470106	121.1707776	131.2463053	138.4557347	136.3168412	77.7231787	59.64949422	64.17351048	71.95110807	0.752014154862	0.939684329255	0.487492716517
1417937_at	Dact1			"dapper homolog 1, antagonist of beta-catenin (xenopus)"	0.000799920007999	130.7142847	100.9994061	100.6581376	77.88118876	77.82851904	62.755935	64.04335579	78.30410305	112.2480833	115.3287985	122.24181	177.3804252	62.1219409	64.34753597	66.15837986	74.78147385	0.689652241533	1.28505847599	0.651815634242
