Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1437666_x_at	Ubc			ubiquitin C	0.013198680132	44920.30179	42322.58126	57393.11269	41640.50659	42667.79689	45471.02799	42667.79689	37671.08589	35444.64352	28081.64832	25750.98505	24000.55255	43190.90722	42667.79689	35444.64352	40473.5002	0.904449598058	0.60811657951	0.868476945865
1416064_a_at	Hspa5			heat shock protein 5	0.00589941005899	23014.09355	36319.07905	45903.92832	35540.83608	35396.76759	38652.65784	37875.57053	27000.52801	19092.25645	23518.03657	21653.91102	20596.04918	38339.92781	43543.20558	47741.95419	38288.14115	0.986841595569	0.602795118528	1.19275244622
1432827_x_at	Ubc			ubiquitin C	0.003299670033	39338.92735	36516.22478	44316.3057	35062.95581	34497.87794	38184.51291	40309.43664	31892.73052	27294.63908	25996.32376	23359.47128	21161.29063	35976.56934	35253.2831	28119.82509	33941.90692	0.933327569659	0.63009047064	0.858647134514
1424273_at	Cyp2c70			"cytochrome P450, family 2, subfamily c, polypeptide 70"	0.014098590141	36466.90144	31378.7443	31040.84046	26066.69402	30664.8867	32679.31222	30375.69926	24894.16492	20735.85623	18357.22032	22098.18101	16810.90765	26493.66845	31720.54636	27183.99742	28195.94352	0.949268060974	0.624251140088	0.909093754557
1438902_a_at	Hsp90aa1			"heat shock protein 90, alpha (cytosolic), class A member 1"	0.00539946005399	9572.035287	15795.98191	20429.41114	14802.15902	16098.18032	12229.9425	13121.90899	10885.8014	9166.212394	6907.318341	8428.265231	9104.348074	15167.22991	19937.54286	20484.85414	13336.84686	0.863633491457	0.554560608507	1.1374083022
1440327_at	AI195470			expressed sequence AI195470	0.016798320168	16098.18032	13518.6175	13721.39936	10495.03967	16229.4895	13086.39407	10959.69478	11663.95954	6173.187945	5093.529551	7106.482847	5413.477754	12296.32857	18184.10123	12229.9425	15044.51523	0.964822866489	0.441858589393	1.07284813081
1417980_a_at	Insig2			insulin induced gene 2	0.004299570043	10077.35916	8439.664888	9598.012656	10353.92391	12875.49252	11475.98208	15064.96813	9116.72536	5304.679966	4870.992343	8016.462333	2987.907976	10915.26851	13870.86367	12396.62691	8636.134519	1.26161890821	0.550574860354	1.19106138761
1427347_s_at	Tubb2a			"tubulin, beta 2A"	0.00299970003	8005.634305	8945.522277	10710.3648	11822.93006	12633.79108	8214.232116	11169.44592	10652.54112	6805.191289	4811.996907	4890.817783	1722.155858	13193.1368	13246.83422	14882.50749	9203.519822	1.08067881603	0.461704827374	1.27964290972
1417981_at	Insig2			insulin induced gene 2	0.00669933006699	9178.610162	7983.966766	9328.956496	8647.875272	11260.47449	10382.02323	12892.99665	8059.976963	3997.382744	3481.829879	6411.650185	2348.086759	9067.442649	11838.92117	9215.968051	7411.089846	1.21218520498	0.462129277914	1.06812900697
1428112_at	Manf			mesencephalic astrocyte-derived neurotrophic factor	0.002399760024	4248.476884	8496.953769	12032.8436	7604.195984	8485.47673	9928.361976	9781.635567	5219.189249	2591.982029	3959.685136	3393.409917	2781.042352	9834.731838	12049.11863	13870.86367	9328.956496	1.03187506319	0.392994090348	1.39222456792
1426215_at	Ddc			dopa decarboxylase	0.00629937006299	7106.482847	8059.976963	7381.04822	5737.99104	7983.966766	5943.553399	6832.889118	6325.439463	3567.703482	3766.242031	3680.535573	2681.21278	7029.956272	8474.015193	9278.590831	6686.474394	0.95758779716	0.484194881346	1.11255016615
1427472_a_at	C8b			"complement component 8, beta polypeptide"	0.012198780122	6963.659759	8027.305006	6481.490941	5018.254767	6668.423431	6282.79155	5660.838305	5465.053864	4265.768623	4151.825231	4683.463155	4620.489547	5233.35351	6359.819036	5369.715732	6534.358983	0.908888690416	0.668972112849	0.886999511959
1416462_at	Caprin1			cell cycle associated protein 1	0.00399960004	5855.716528	6325.439463	6659.370072	5895.465434	7068.115991	7135.406964	6632.375621	5935.525299	3965.068295	4035.467218	4371.007081	3338.721406	6316.895541	6016.421801	6000.138137	5562.084704	1.08228626608	0.635117618063	0.966023140245
