Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol	C3(fold-change)	C10(fold-change)	C30(fold-change)
1418697_at	Inmt			indolethylamine N-methyltransferase	0.000999900009999	14002.91922	15795.98191	13282.78456	16697.44799	9689.389143	8636.134519	12081.81851	16119.95393	17770.41804	17722.32176	15541.41239	17248.93897	7604.195984	8873.146051	7707.835143	7421.113723	0.778320012984	1.14225628504	0.52871778086
1448491_at	Ech1			"enoyl coenzyme A hydratase 1, peroxisomal"	9.99900009999e-05	8957.683641	8360.074016	8671.284475	8554.690826	5855.716528	6081.91526	6455.217542	7491.765359	7341.199026	8462.569138	8247.664887	8005.634305	5340.688408	4944.058162	5479.847389	5384.251183	0.749328820961	0.928013987225	0.612233922944
1424853_s_at	Cyp4a10 /// Cyp4a31			"cytochrome P450, family 4, subfamily a, polypeptide 10 /// cytochrome P450, family 4, subfamily a, polypeptide 31"	0.00299970003	15668.18014	6490.257488	6842.130948	7645.472768	1485.88835	3567.703482	6040.909257	8092.781899	9240.979095	12229.9425	11743.1351	6686.474394	1164.544456	1202.999227	2951.719676	1017.091671	0.523584056676	1.08880876694	0.172906944314
1426223_at	Ttc39c			tetratricopeptide repeat domain 39C	0.001199880012	8543.1358	7802.333768	6982.509906	7020.412079	6525.532868	5066.030333	6308.363159	6954.205574	5707.01247	7522.257615	5792.618751	7010.929441	4677.137089	4904.090883	4265.768623	5212.139565	0.818960434545	0.857798945672	0.628011409656
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	9.99900009999e-05	8258.820273	1847.757866	2092.84536	7686.973609	715.3086116	531.7808445	1835.299757	7154.771612	11632.39061	14445.77515	10783.06731	7994.765487	301.9740987	223.5863029	610.5247621	217.4662942	0.514782077895	2.25561213092	0.0680641873211
1417070_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	9.99900009999e-05	5800.453563	5524.545252	6065.496379	5031.873715	4696.173518	4997.912747	4753.716	4323.937636	4503.153685	4412.62062	4595.544204	4180.037008	4140.616866	4123.832443	3650.757181	3740.823026	0.837188076656	0.789004747393	0.698232625622
1424969_s_at	Upp2			uridine phosphorylase 2	9.99900009999e-05	3137.130872	2386.532057	2478.737875	2710.418666	2009.554515	2383.308511	1878.02428	3293.829128	11838.92117	10214.70557	7242.489638	17248.93897	1793.534772	1211.173643	1101.665097	1155.122387	0.892829050353	4.34479974934	0.491140162843
1436643_x_at	Hamp2			hepcidin antimicrobial peptide 2	0.020397960204	3895.87048	3606.565725	2338.568544	6265.786948	2796.138292	6402.989816	6982.509906	3906.443411	6750.132003	6156.479988	8326.185584	3534.057995	2095.67604	3099.156728	1564.3309	1977.168347	1.2471808044	1.53766535483	0.542400509012
1426690_a_at	Srebf1			sterol regulatory element binding transcription factor 1	0.012798720128	3766.242031	3970.431252	4079.396437	8730.206114	4539.884881	4096.0	5355.182402	5487.297196	4825.056096	4552.174037	5011.47649	4910.723915	3864.376647	2505.738245	1696.704959	2020.462696	0.948024091391	0.9393152654	0.490954303763
1419560_at	Lipc			"lipase, hepatic"	0.017298270173	5660.838305	4329.785982	3997.382744	4651.853669	3807.240523	5442.900698	5487.297196	4677.137089	3986.591315	4747.295042	5219.189249	4002.817152	3245.128744	2853.506235	3262.766434	2971.7767	1.04156226371	0.96330616666	0.661656130992
