Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4	D3T(fold-change)	C10(fold-change)
1434110_x_at	Mup1 /// Mup10 /// Mup2			major urinary protein 1 /// major urinary protein 10 /// major urinary protein 2	0.001299870013	72834.7846	71274.08535	73428.8813	66971.05153	39232.72706	43307.82203	57238.1729	49720.7349	62842.3713	59128.25171	52629.71639	54220.84588	0.666058325923	0.804267506116
1437666_x_at	Ubc			ubiquitin C	0.014898510149	44920.30179	42322.58126	57393.11269	41640.50659	41809.98774	44556.86165	47677.46799	46215.52655	35444.64352	28081.64832	25750.98505	24000.55255	0.967700389879	0.60811657951
1432827_x_at	Ubc			ubiquitin C	0.015698430157	39338.92735	36516.22478	44316.3057	35062.95581	38757.55657	38288.14115	38704.93753	37467.70524	27294.63908	25996.32376	23359.47128	21161.29063	0.987012717717	0.63009047064
1433443_a_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.002399760024	32239.90785	21889.78251	19776.23265	28081.64832	43190.90722	42957.72586	38339.92781	47355.68468	28195.94352	31336.36028	30540.58338	34779.26925	1.68495281659	1.22418991649
1433445_x_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.000799920007999	24826.78796	20401.81665	19616.36353	27000.52801	41247.81278	42667.79689	35253.2831	44496.67763	29444.28459	29684.45489	28619.08645	35396.76759	1.78196620695	1.34077988232
1433866_x_at	Prdx1			peroxiredoxin 1	0.004699530047	24033.01452	22643.35322	22490.52939	27967.81643	30747.89443	30998.69799	19326.32892	31421.18565	34591.50109	34732.05131	33576.40151	36814.07929	1.1581246587	1.4383532733
1424273_at	Cyp2c70			"cytochrome P450, family 2, subfamily c, polypeptide 70"	0.00569943005699	36466.90144	31378.7443	31040.84046	26066.69402	32065.84933	29564.12585	24196.31958	23518.03657	20735.85623	18357.22032	22098.18101	16810.90765	0.875082419971	0.624251140088
1433444_at	Hmgcs1			3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	0.001099890011	20540.30523	16450.68457	15753.22951	22008.60373	31979.06195	26457.88282	27591.76259	34404.50818	23968.13443	26279.31409	23613.7574	30416.78394	1.61108585124	1.39497059267
1417580_s_at	Selenbp1			selenium binding protein 1	0.000299970003	38081.4291	38236.42444	38443.97782	25267.58216	13463.81838	13721.39936	17063.07449	15710.59282	19457.65191	21391.79612	19749.52042	21449.70224	0.428187789571	0.585938829761
1451122_at	Idi1			isopentenyl-diphosphate delta isomerase	0.000599940005999	16720.14803	12582.57869	12875.49252	14059.91254	28310.70391	24759.59336	22158.15285	34218.7633	18481.95819	18531.98758	18989.18017	22399.36169	1.94613885554	1.39411614768
1422230_s_at	Cyp2a4 /// Cyp2a5 /// LOC100047711			"cytochrome P450, family 2, subfamily a, polypeptide 4 /// cytochrome P450, family 2, subfamily a, polypeptide 5 /// similar to Cytochrome P450, family 2, subfamily a, polypeptide 4"	0.000299970003	8969.799364	4140.616866	9702.494535	5879.509144	11199.68084	15881.72501	15085.34426	24426.67713	37164.56239	31763.45001	34034.02123	31124.86588	2.32094146995	4.67325167885
1451457_at	Sc5d			"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)"	0.00609939006099	15903.20585	14983.53072	12396.62691	16517.64055	22399.36169	23774.2136	23935.76009	25131.1662	17698.3838	15353.18126	15332.44335	15989.53097	1.59262378826	1.07646251805
1421074_at	Cyp7b1			"cytochrome P450, family 7, subfamily b, polypeptide 1"	0.000299970003	32723.73948	25750.98505	33987.81508	20679.87722	11004.30186	7940.862503	11711.43306	10104.63788	12805.97963	13628.88578	14251.538	15126.2841	0.360264845361	0.493295875002
